File,Qualified Name,Function,Line,Kind,Scope,R12 Domain,Research Refs,Best Practice Baseline,R12 Strict Grade,R12 Remediation,Wiring Status,R12 Findings
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork.compute_shreve_orders,compute_shreve_orders,2749,method,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork.assign_strahler_orders,assign_strahler_orders,2815,method,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork.get_trunk_segments,get_trunk_segments,2834,method,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork.to_dict._to_py,_to_py,2859,nested_function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_water_network.py,_apply_delta_fan,_apply_delta_fan,2997,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_water_network.py,detect_river_mouth_zones,detect_river_mouth_zones,3075,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_water_network.py,_build_delta_fan_direction,_build_delta_fan_direction,3170,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_water_network.py,_build_confluence_foam,_build_confluence_foam,3215,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_water_network.py,pass_river_convergence,pass_river_convergence,3286,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_water_network.py,register_pass_river_convergence,register_pass_river_convergence,3362,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_water_network.py,build_braided_polylines,build_braided_polylines,3388,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_water_network.py,validate_flow_direction_continuity,validate_flow_direction_continuity,3473,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_water_network.py,validate_flow_direction_continuity._sample_polyline,_sample_polyline,3527,nested_function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_water_network_ext.py,add_meander,add_meander,43,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_water_network_ext.py,apply_bank_asymmetry,apply_bank_asymmetry,188,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_water_network_ext.py,solve_outflow,solve_outflow,262,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_water_network_ext.py,_world_to_grid,_world_to_grid,524,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_water_network_ext.py,compute_wet_rock_mask,compute_wet_rock_mask,547,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_water_network_ext.py,compute_wet_rock_mask._smoothstep01,_smoothstep01,593,nested_function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_water_network_ext.py,compute_wet_rock_mask._source_strength_at,_source_strength_at,616,nested_function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_water_network_ext.py,compute_foam_mask,compute_foam_mask,711,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_water_network_ext.py,compute_mist_mask,compute_mist_mask,847,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_water_network_ext.py,_tileable_value_noise,_tileable_value_noise,1003,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_water_network_ext.py,compute_riverbed_caustics,compute_riverbed_caustics,1048,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/animation_environment.py,generate_water_wave_keyframes,generate_water_wave_keyframes,803,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C+,ADD_LIVE_VISUAL_GOLDEN,runtime_primary,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/animation_environment.py,generate_water_ripple_keyframes,generate_water_ripple_keyframes,873,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/animation_environment.py,generate_waterfall_keyframes,generate_waterfall_keyframes,941,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,_resolve_water_path_points,_resolve_water_path_points,1467,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,_smooth_river_path_points,_smooth_river_path_points,1537,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,handle_generate_waterfall,handle_generate_waterfall,3198,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C+,ADD_LIVE_VISUAL_GOLDEN,runtime_primary,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,handle_generate_waterfall._coerce_facing_direction,_coerce_facing_direction,3205,nested_function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,handle_carve_river,handle_carve_river,3864,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,_apply_river_profile_to_heightmap,_apply_river_profile_to_heightmap,4584,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,_apply_river_profile_to_heightmap._ss,_ss,4610,nested_function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,_apply_river_profile_to_heightmap._seg_dist,_seg_dist,4613,nested_function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,_derive_river_surface_levels,_derive_river_surface_levels,4695,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,_carve_river_banks_into_terrain,_carve_river_banks_into_terrain,4727,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,_sanitize_waterfall_chain_id,_sanitize_waterfall_chain_id,5300,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,_resolve_waterfall_chain_id,_resolve_waterfall_chain_id,5349,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,_infer_waterfall_functional_positions,_infer_waterfall_functional_positions,5375,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,_publish_waterfall_functional_objects,_publish_waterfall_functional_objects,5439,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,_ensure_water_material,_ensure_water_material,6171,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,_apply_water_object_settings,_apply_water_object_settings,6371,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,_resolve_river_bank_contact,_resolve_river_bank_contact,6453,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,_resolve_river_bank_contact._safe_sample,_safe_sample,6468,nested_function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,_resolve_river_terminal_width_scale,_resolve_river_terminal_width_scale,6525,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,_build_level_water_surface_from_terrain,_build_level_water_surface_from_terrain,6569,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,_build_level_water_surface_from_terrain._shore_factor,_shore_factor,6695,nested_function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,_build_level_water_surface_from_terrain._cell_flow_dir_vec,_cell_flow_dir_vec,6744,nested_function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,_build_level_water_surface_from_terrain._vertex_slope,_vertex_slope,6770,nested_function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,handle_create_water,handle_create_water,6956,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C+,ADD_LIVE_VISUAL_GOLDEN,runtime_primary,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
