File,Qualified Name,Current R12 Grade,Manual Grade,Action,Evidence Summary,Best Practice Gap,Output Proof Present
veilbreakers_terrain/handlers/mesh.py,_parse_selection_criteria,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/mesh_smoothing.py,_build_adjacency,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=2,add direct tests,No
veilbreakers_terrain/handlers/mesh_smoothing.py,_build_laplacian,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/mesh_smoothing.py,_compute_face_normal,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/mesh_smoothing.py,_build_sharp_vertex_mask,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/mesh_smoothing.py,_build_boundary_vertex_mask,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/mesh_smoothing.py,_laplacian_pass,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/mesh_smoothing.py,smooth_assembled_mesh,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/procedural_materials.py,_place,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/procedural_materials.py,_add_node,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=2,add direct tests,No
veilbreakers_terrain/handlers/procedural_materials.py,_get_bsdf_input,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=2,add direct tests,No
veilbreakers_terrain/handlers/procedural_materials.py,_build_normal_chain,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/procedural_materials.py,_make_channel_ext,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/procedural_materials.py,get_library_keys,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/procedural_materials.py,get_library_info,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=0,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_addon_health.py,AddonVersionMismatch,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=1;refs=1,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_addon_health.py,AddonNotLoaded,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=1;refs=1,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_addon_health.py,StaleAddon,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=0;refs=1,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_addon_health.py,_read_bl_info_version,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_addon_health.py,assert_addon_loaded,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_addon_health.py,assert_addon_version_matches,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=3,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_addon_health.py,assert_handlers_registered,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_addon_health.py,_import_addon_package,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_addon_health.py,detect_stale_addon,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_addon_health.py,force_addon_reload,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,No
veilbreakers_terrain/handlers/terrain_advanced.py,_detect_grid_dims,C,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=3,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_advanced.py,_cubic_bezier_point,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_advanced.py,_auto_control_points,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_advanced.py,evaluate_spline,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_advanced.py,distance_point_to_polyline,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_advanced.py,compute_falloff,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_advanced.py,_catmull_rom_point,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_advanced.py,_evaluate_catmull_rom_spline,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_advanced.py,compute_spline_deformation,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_advanced.py,handle_spline_deform,C,C,ADD_DIRECT_TESTS,runtime_primary;no_direct_tests;refs=2,add direct runtime tests,No
veilbreakers_terrain/handlers/terrain_advanced.py,TerrainLayer,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=1;refs=3,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_advanced.py,TerrainLayer.__init__,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=16;refs=17,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_advanced.py,TerrainLayer.to_dict,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=2;refs=10,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_advanced.py,TerrainLayer.from_dict,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=2;refs=4,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_advanced.py,apply_layer_operation,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_advanced.py,flatten_layers,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_advanced.py,handle_terrain_layers,C,C,ADD_DIRECT_TESTS,runtime_primary;no_direct_tests;refs=2,add direct runtime tests,No
veilbreakers_terrain/handlers/terrain_advanced.py,handle_terrain_layers._bump_version_and_serialize,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_advanced.py,BrushResult,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=0;refs=1,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_advanced.py,BrushResult.__init__,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=16;refs=17,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_advanced.py,BrushResult.__array__,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=0;refs=0,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_advanced.py,BrushResult.__sub__,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=1;refs=0,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_advanced.py,BrushResult.__rsub__,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=0;refs=0,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_advanced.py,BrushResult.max,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=62;refs=107,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_advanced.py,BrushResult.min,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=55;refs=93,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_advanced.py,compute_flow_map,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=4;refs=5,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_advanced.py,compute_flow_map._uf_find,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_advanced.py,_bilinear_sample,D+,D+,WIRE_OR_DEPRECATE,orphan_candidate;tests=0;refs=0,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_advanced.py,handle_terrain_stamp,C,C,ADD_DIRECT_TESTS,runtime_primary;no_direct_tests;refs=2,add direct runtime tests,No
veilbreakers_terrain/handlers/terrain_advanced.py,handle_snap_to_terrain,C,C,ADD_DIRECT_TESTS,runtime_primary;no_direct_tests;refs=2,add direct runtime tests,No
veilbreakers_terrain/handlers/terrain_advanced.py,flatten_terrain_zone,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=3;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_advanced.py,flatten_multiple_zones,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_advanced.py,handle_terrain_flatten_zone,C,C,ADD_DIRECT_TESTS,runtime_primary;no_direct_tests;refs=2,add direct runtime tests,No
veilbreakers_terrain/handlers/terrain_assets.py,AssetRole,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=1;refs=1,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_assets.py,ViabilityFunction,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=0;refs=1,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_assets.py,ViabilityFunction.__call__,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=1;refs=0,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_assets.py,AssetContextRule,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=1;refs=2,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_assets.py,ClusterRule,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=0;refs=1,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_assets.py,compute_viability,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_assets.py,_poisson_in_mask,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_assets.py,_poisson_in_mask._gkey,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_assets.py,_protected_mask,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=6,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_assets.py,_region_mask,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_assets.py,place_assets_by_zone,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_assets.py,_cluster_around,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_assets.py,cluster_rocks_for_cliffs,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_assets.py,cluster_rocks_for_waterfalls,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_assets.py,_build_detail_density,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_assets.py,register_bundle_e_passes,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_terrain_assets.py;contracts=veilbreakers_terrain/handlers/terrain_master_registrar.py,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_audio_zones.py,AudioReverbClass,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=2;refs=1,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_audio_zones.py,_audio_cc_filter,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_audio_zones.py,_component_boundary_polygon,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_audio_zones.py,_sabine_rt60,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_audio_zones.py,_chamfer_distance_cells,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_audio_zones.py,_classify_raster,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_audio_zones.py,compute_audio_reverb_zones,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_audio_zones.py,compute_audio_zone_list,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_audio_zones.py,pass_audio_zones,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_environment_analysis_runtime_helpers.py::test_pass_audio_zones_publishes_audio_zone_list_opaque_channel|veilbreakers_terrain/tests/test_environment_analysis_runtime_helpers.py::test_pass_compute_audio_zones_is_alias_for_pass_audio_zones|veilbreakers_terrain/tests/test_terrain_ecosystem.py::test_audio_zones_metrics_contain_distribution|veilbreakers_terrain/tests/test_terrain_ecosystem.py::test_bundle_j_populates_unity_ready_channels|veilbreakers_terrain/tests/test_terrain_ecosystem.py::test_pass_audio_zones_populates_channel|veilbreakers_terrain/tests/test_terrain_ecosystem.py::test_unity_export_json_schemas;contracts=PassSpec.func,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_audio_zones.py,register_bundle_j_audio_zones_pass,C,C,ADD_DIRECT_TESTS,runtime_primary;no_direct_tests;refs=2,add direct runtime tests,No
veilbreakers_terrain/handlers/terrain_banded.py,BandedHeightmap,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=0;refs=1,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_banded.py,BandedHeightmap.shape,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=77;refs=90,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_banded.py,BandedHeightmap.band,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=6;refs=38,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_banded.py,_coord_grids,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_banded.py,_fbm_array,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_banded.py,_band_sdf_normalize,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_banded.py,compute_anisotropic_breakup,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_banded.py,_kuwahara_filter,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_banded.py,_kuwahara_filter._integral,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_banded.py,_kuwahara_filter._box_stats,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_banded.py,_kuwahara_filter._quadrant_stats,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_banded.py,apply_anti_grain_smoothing,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_banded.py,_generate_macro_band,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_banded.py,_generate_meso_band,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_banded.py,_generate_micro_band,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_banded.py,_generate_strata_band,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_banded.py,_generate_warp_field,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_banded.py,pass_banded_macro,C,C,ADD_DIRECT_TESTS,runtime_primary;no_direct_tests;refs=1,add direct runtime tests,No
veilbreakers_terrain/handlers/terrain_banded.py,register_bundle_g_passes,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_terrain_banded.py::test_banded_macro_registers_on_pass_controller|veilbreakers_terrain/tests/test_terrain_banded.py::test_banded_pass_writes_composite_into_stack_height;contracts=veilbreakers_terrain/handlers/terrain_master_registrar.py,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_banded_advanced.py,compute_anisotropic_breakup,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_banded_advanced.py,_kuwahara_quadrant_stats,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=2;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_banded_advanced.py,_structure_tensor,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_banded_advanced.py,_structure_tensor._box_blur,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_banded_advanced.py,_anisotropic_kuwahara_filter,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_banded_advanced.py,apply_anti_grain_smoothing,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_blender_safety.py,CoordinateSystemError,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=1;refs=1,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_blender_safety.py,BlenderBooleanUnsafe,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=1;refs=2,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_blender_safety.py,assert_z_is_up,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_blender_safety.py,convert_y_up_to_z_up,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_blender_safety.py,convert_y_up_to_z_up._rot_x,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_blender_safety.py,convert_y_up_to_z_up._rot_y,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_blender_safety.py,convert_y_up_to_z_up._rot_z,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_blender_safety.py,convert_y_up_to_z_up._mat_mul,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_blender_safety.py,guard_z_up,D+,D+,WIRE_OR_DEPRECATE,orphan_candidate;tests=1;refs=1,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_blender_safety.py,guard_z_up.wrapper,D+,D+,WIRE_OR_DEPRECATE,orphan_candidate;tests=6;refs=18,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_blender_safety.py,assert_boolean_safe,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_blender_safety.py,decimate_to_safe_count,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_blender_safety.py,recommend_boolean_solver,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_blender_safety.py,import_tripo_glb_serialized,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_blender_safety.py,get_tripo_import_log,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_blender_safety.py,clear_tripo_import_log,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_budget_enforcer.py,BudgetReport,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=1;refs=1,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_budget_enforcer.py,BudgetReport.as_dict,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=2;refs=3,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_budget_enforcer.py,TerrainBudget,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=1;refs=1,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_budget_enforcer.py,resolve_budget,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_budget_enforcer.py,_km2_from_stack,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_budget_enforcer.py,_count_unique_materials,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_budget_enforcer.py,_estimate_tri_count,D+,D+,WIRE_OR_DEPRECATE,orphan_candidate;tests=0;refs=0,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_budget_enforcer.py,_estimate_npz_mb,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_budget_enforcer.py,compute_tile_budget_usage,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_budget_enforcer.py,compute_budget_report,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=2,add direct tests,No
veilbreakers_terrain/handlers/terrain_budget_enforcer.py,_issue_for,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_budget_enforcer.py,enforce_budget,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_bundle_j.py,register_bundle_j_passes,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_terrain_ecosystem.py|veilbreakers_terrain/tests/test_terrain_ecosystem.py::test_bundle_j_does_not_touch_default_passes|veilbreakers_terrain/tests/test_terrain_ecosystem.py::test_bundle_j_passes_do_not_require_scene_read|veilbreakers_terrain/tests/test_terrain_ecosystem.py::test_bundle_j_passes_run_through_controller|veilbreakers_terrain/tests/test_terrain_ecosystem.py::test_register_bundle_j_passes_lands_all_eight;contracts=veilbreakers_terrain/handlers/terrain_master_registrar.py,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_bundle_k.py,register_bundle_k_passes,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_terrain_material_ceiling.py|veilbreakers_terrain/tests/test_terrain_material_ceiling.py::test_bundle_k_passes_produce_unity_channels|veilbreakers_terrain/tests/test_terrain_material_ceiling.py::test_register_bundle_k_passes;contracts=veilbreakers_terrain/handlers/terrain_master_registrar.py,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
