File,Qualified Name,Function,Line,Kind,Scope,R12 Domain,Research Refs,Best Practice Baseline,R12 Strict Grade,R12 Remediation,Wiring Status,R12 Findings
veilbreakers_terrain/handlers/lod_pipeline.py,_make_billboard_lod_spec,_make_billboard_lod_spec,1757,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/lod_pipeline.py,_setup_billboard_lod,_setup_billboard_lod,1847,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/terrain_bundle_n.py,run_bundle_n_post_pipeline_hooks,run_bundle_n_post_pipeline_hooks,247,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/terrain_master_registrar.py,_safe_import_registrar,_safe_import_registrar,102,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/terrain_master_registrar.py,register_all_terrain_passes,register_all_terrain_passes,127,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/terrain_master_registrar.py,register_all_terrain_passes_detailed,register_all_terrain_passes_detailed,155,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,WIRE_OR_DEPRECATE,uninvoked_registrar,Wiring scan status is uninvoked_registrar; production path is not proven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof.
veilbreakers_terrain/handlers/terrain_master_registrar.py,_register_all_terrain_passes_impl,_register_all_terrain_passes_impl,170,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/terrain_pipeline.py,_make_gate_issue,_make_gate_issue,51,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/terrain_pipeline.py,derive_pass_seed,derive_pass_seed,60,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,REVIEW_FOR_B,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete."
veilbreakers_terrain/handlers/terrain_pipeline.py,_normalize_delta_integration_sequence,_normalize_delta_integration_sequence,87,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/terrain_pipeline.py,TerrainPassController,TerrainPassController,142,class,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof.
veilbreakers_terrain/handlers/terrain_pipeline.py,TerrainPassController.__init__,__init__,148,method,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof.
veilbreakers_terrain/handlers/terrain_pipeline.py,TerrainPassController.register_pass,register_pass,164,method,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/terrain_pipeline.py,TerrainPassController.get_pass,get_pass,279,method,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/terrain_pipeline.py,TerrainPassController.clear_registry,clear_registry,285,method,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof.
veilbreakers_terrain/handlers/terrain_pipeline.py,TerrainPassController.validate_registry_graph,validate_registry_graph,290,method,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/terrain_pipeline.py,TerrainPassController.require_scene_read,require_scene_read,327,method,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/terrain_pipeline.py,TerrainPassController.enforce_protected_zones,enforce_protected_zones,335,method,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/terrain_pipeline.py,TerrainPassController.run_pass,run_pass,368,method,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/terrain_pipeline.py,TerrainPassController.run_pipeline,run_pipeline,513,method,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/terrain_pipeline.py,TerrainPassController._save_checkpoint,_save_checkpoint,701,method,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/terrain_pipeline.py,TerrainPassController.rollback_to,rollback_to,750,method,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/terrain_pipeline.py,TerrainPassController.rollback_last_checkpoint,rollback_last_checkpoint,819,method,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/terrain_pipeline.py,pass_compute_terrain_labels,pass_compute_terrain_labels,829,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,REVIEW_FOR_B,runtime_primary,"Runtime/test evidence exists, but strict AAA evidence is incomplete."
veilbreakers_terrain/handlers/terrain_pipeline.py,register_terrain_label_passes,register_terrain_label_passes,885,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,REVIEW_FOR_B,runtime_primary,"Runtime/test evidence exists, but strict AAA evidence is incomplete."
veilbreakers_terrain/handlers/terrain_pipeline.py,pass_compute_snow_line,pass_compute_snow_line,909,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,REVIEW_FOR_B,runtime_primary,"Runtime/test evidence exists, but strict AAA evidence is incomplete."
veilbreakers_terrain/handlers/terrain_pipeline.py,register_snow_line_pass,register_snow_line_pass,956,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/terrain_pipeline.py,_toposort_passes,_toposort_passes,977,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/terrain_pipeline.py,register_default_passes,register_default_passes,1041,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,REVIEW_FOR_B,runtime_primary,"Runtime/test evidence exists, but strict AAA evidence is incomplete."
veilbreakers_terrain/socket_server.py,BlenderMCPServer,BlenderMCPServer,44,class,runtime_other,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof.
veilbreakers_terrain/socket_server.py,BlenderMCPServer.__init__,__init__,53,method,runtime_other,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof.
veilbreakers_terrain/socket_server.py,BlenderMCPServer._resolve_handlers,_resolve_handlers,70,method,runtime_other,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof.
veilbreakers_terrain/socket_server.py,BlenderMCPServer.enqueue,enqueue,83,method,runtime_other,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof.
veilbreakers_terrain/socket_server.py,BlenderMCPServer.drain_results,drain_results,96,method,runtime_other,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof.
veilbreakers_terrain/socket_server.py,BlenderMCPServer.execute_command,execute_command,105,method,runtime_other,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof.
veilbreakers_terrain/socket_server.py,BlenderMCPServer._process_commands,_process_commands,176,method,runtime_other,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof.
veilbreakers_terrain/src/veilbreakers_mcp/blender_server.py,resolve_command,resolve_command,181,function,runtime_src,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof.
