File,Qualified Name,Function,Line,Kind,Scope,R13 Batch,R12 Domain,R12 Strict Grade,R12 Remediation,Wiring Status,R13 Manual Grade,R13 Manual Action,R13 Evidence,R13 Best Practice Gap,R13 Reviewer
scripts/generate_strict_grade_audit.py,read_text,read_text,289,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/generate_strict_grade_audit.py,build_symbol_index,build_symbol_index,293,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/generate_strict_grade_audit.py,build_identifier_stats,build_identifier_stats,304,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/generate_strict_grade_audit.py,build_runtime_index,build_runtime_index,331,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/generate_strict_grade_audit.py,load_lastfailed,load_lastfailed,363,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/generate_strict_grade_audit.py,pick_symbol,pick_symbol,369,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/generate_strict_grade_audit.py,latest_claim,latest_claim,378,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/generate_strict_grade_audit.py,claim_flag_for_column,claim_flag_for_column,392,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/generate_strict_grade_audit.py,module_named_test_exists,module_named_test_exists,404,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/generate_strict_grade_audit.py,classify_test_strength,classify_test_strength,410,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/generate_strict_grade_audit.py,text_flags,text_flags,428,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/generate_strict_grade_audit.py,classify_public_exposure,classify_public_exposure,468,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/generate_strict_grade_audit.py,collect_failure_flags,collect_failure_flags,478,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/generate_strict_grade_audit.py,failure_note,failure_note,485,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/generate_strict_grade_audit.py,apply_caps,apply_caps,500,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/generate_strict_grade_audit.py,evidence_bucket,evidence_bucket,519,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/generate_strict_grade_audit.py,confidence_band,confidence_band,542,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/generate_strict_grade_audit.py,category_for_row,category_for_row,552,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/generate_strict_grade_audit.py,format_adjustments,format_adjustments,609,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/generate_strict_grade_audit.py,write_csv,write_csv,613,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/generate_strict_grade_audit.py,write_summary,write_summary,620,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/generate_strict_grade_audit.py,main,main,716,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,CallableDef,CallableDef,21,class,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,GradeMatch,GradeMatch,30,class,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,CallableVisitor,CallableVisitor,36,class,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,CallableVisitor.__init__,__init__,37,method,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,CallableVisitor.visit_ClassDef,visit_ClassDef,43,method,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,CallableVisitor.visit_FunctionDef,visit_FunctionDef,48,method,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,CallableVisitor.visit_AsyncFunctionDef,visit_AsyncFunctionDef,51,method,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,CallableVisitor._enter_function,_enter_function,54,method,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,CallableVisitor._record,_record,62,method,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,collect_callables,collect_callables,105,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,collect_classes,collect_classes,115,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,read_grade_rows,read_grade_rows,125,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,norm,norm,132,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,normalize_function_name,normalize_function_name,136,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,parse_line,parse_line,143,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,parse_row_number,parse_row_number,153,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,latest_grade,latest_grade,164,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,GradeIndex,GradeIndex,186,class,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,GradeIndex.__init__,__init__,187,method,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,build_grade_index,build_grade_index,192,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,_select_row,_select_row,204,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/grade_audit_shared.py,resolve_grade_match,resolve_grade_match,217,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/open_aaa_node_v1.py,_load_blend,_load_blend,34,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/open_aaa_node_v1.py,_set_hero_camera,_set_hero_camera,44,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/open_aaa_node_v1.py,_set_rendered_shading,_set_rendered_shading,52,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/open_aaa_node_v1.py,_frame_all,_frame_all,75,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/open_aaa_node_v1.py,main,main,88,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/phase_l_triple_judge.py,_resolve_node_cli,_resolve_node_cli,64,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/phase_l_triple_judge.py,Verdict,Verdict,94,class,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/phase_l_triple_judge.py,Verdict.passed,passed,106,method,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/phase_l_triple_judge.py,Verdict.to_dict,to_dict,109,method,script,R13_batch_generic_script_02.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/phase_l_triple_judge.py,_utc_now,_utc_now,117,function,script,R13_batch_generic_script_02.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/phase_l_triple_judge.py,_safe_read_json,_safe_read_json,121,function,script,R13_batch_generic_script_02.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/phase_l_triple_judge.py,_list_renders,_list_renders,130,function,script,R13_batch_generic_script_02.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/phase_l_triple_judge.py,parse_verdict_json,parse_verdict_json,136,function,script,R13_batch_generic_script_02.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/phase_l_triple_judge.py,parse_verdict_json._as_list,_as_list,202,nested_function,script,R13_batch_generic_script_02.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/phase_l_triple_judge.py,build_prompt,build_prompt,236,function,script,R13_batch_generic_script_02.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/phase_l_triple_judge.py,opus_judge,opus_judge,266,function,script,R13_batch_generic_script_02.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/phase_l_triple_judge.py,codex_judge,codex_judge,289,function,script,R13_batch_generic_script_02.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/phase_l_triple_judge.py,gemini_judge,gemini_judge,335,function,script,R13_batch_generic_script_02.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/phase_l_triple_judge.py,probe_gemini,probe_gemini,372,function,script,R13_batch_generic_script_02.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
