File,Qualified Name,Function,Line,Kind,Scope,R12 Domain,Research Refs,Best Practice Baseline,R12 Strict Grade,R12 Remediation,Wiring Status,R12 Findings
scripts/tripo_batch_generate.py,_run_ingest,_run_ingest,1322,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/tripo_batch_generate.py,main,main,1343,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/visual_testing_readiness_gate.py,_status_ok,_status_ok,55,function,script,validation_visual,FROSTBITE_TERRAIN|INFINIGEN,"Use rendered golden scenes, adjacent-tile seam proof, pixel/readability metrics, engine import gates, and fail-closed validator wiring.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/visual_testing_readiness_gate.py,_result_status_ok,_result_status_ok,59,function,script,validation_visual,FROSTBITE_TERRAIN|INFINIGEN,"Use rendered golden scenes, adjacent-tile seam proof, pixel/readability metrics, engine import gates, and fail-closed validator wiring.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/visual_testing_readiness_gate.py,_load_image_rgb,_load_image_rgb,63,function,script,validation_visual,FROSTBITE_TERRAIN|INFINIGEN,"Use rendered golden scenes, adjacent-tile seam proof, pixel/readability metrics, engine import gates, and fail-closed validator wiring.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/visual_testing_readiness_gate.py,_compute_perceptual_hash,_compute_perceptual_hash,97,function,script,validation_visual,FROSTBITE_TERRAIN|INFINIGEN,"Use rendered golden scenes, adjacent-tile seam proof, pixel/readability metrics, engine import gates, and fail-closed validator wiring.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/visual_testing_readiness_gate.py,_mean_abs_channel_diff,_mean_abs_channel_diff,132,function,script,validation_visual,FROSTBITE_TERRAIN|INFINIGEN,"Use rendered golden scenes, adjacent-tile seam proof, pixel/readability metrics, engine import gates, and fail-closed validator wiring.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/visual_testing_readiness_gate.py,_read_bytes_safely,_read_bytes_safely,180,function,script,validation_visual,FROSTBITE_TERRAIN|INFINIGEN,"Use rendered golden scenes, adjacent-tile seam proof, pixel/readability metrics, engine import gates, and fail-closed validator wiring.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/visual_testing_readiness_gate.py,run_gate,run_gate,189,function,script,validation_visual,FROSTBITE_TERRAIN|INFINIGEN,"Use rendered golden scenes, adjacent-tile seam proof, pixel/readability metrics, engine import gates, and fail-closed validator wiring.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/visual_testing_readiness_gate.py,write_outputs,write_outputs,388,function,script,validation_visual,FROSTBITE_TERRAIN|INFINIGEN,"Use rendered golden scenes, adjacent-tile seam proof, pixel/readability metrics, engine import gates, and fail-closed validator wiring.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/visual_testing_readiness_gate.py,_build_arg_parser,_build_arg_parser,411,function,script,validation_visual,FROSTBITE_TERRAIN|INFINIGEN,"Use rendered golden scenes, adjacent-tile seam proof, pixel/readability metrics, engine import gates, and fail-closed validator wiring.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/visual_testing_readiness_gate.py,main,main,437,function,script,validation_visual,FROSTBITE_TERRAIN|INFINIGEN,"Use rendered golden scenes, adjacent-tile seam proof, pixel/readability metrics, engine import gates, and fail-closed validator wiring.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
veilbreakers_terrain/__init__.py,register,register,28,function,runtime_other,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof.
veilbreakers_terrain/__init__.py,unregister,unregister,46,function,runtime_other,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/handlers/__init__.py,register_all,register_all,18,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,REVIEW_FOR_B,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete."
veilbreakers_terrain/handlers/__init__.py,_build_command_handlers,_build_command_handlers,42,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/__init__.py,_build_command_handlers._try_register,_try_register,55,nested_function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/__init__.py,_build_command_handlers._make_signature_handler,_make_signature_handler,67,nested_function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/__init__.py,_build_command_handlers._make_signature_handler._handler,_handler,72,nested_function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof.
veilbreakers_terrain/handlers/__init__.py,__getattr__,__getattr__,1294,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof.
veilbreakers_terrain/handlers/_biome_grammar.py,resolve_biome_name,resolve_biome_name,46,function,runtime_handler,biome_transition,UE_PCG_BIOME|WORLDENGINE|MAPGEN2,"Use shared ecotone masks for height, materials, scatter, water, atmosphere, and gameplay; avoid abrupt scatter/material stops; verify transitions in multi-biome live scenes.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_biome_grammar.py,WorldMapSpec,WorldMapSpec,97,class,runtime_handler,biome_transition,UE_PCG_BIOME|WORLDENGINE|MAPGEN2,"Use shared ecotone masks for height, materials, scatter, water, atmosphere, and gameplay; avoid abrupt scatter/material stops; verify transitions in multi-biome live scenes.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_biome_grammar.py,generate_world_map_spec,generate_world_map_spec,130,function,runtime_handler,biome_transition,UE_PCG_BIOME|WORLDENGINE|MAPGEN2,"Use shared ecotone masks for height, materials, scatter, water, atmosphere, and gameplay; avoid abrupt scatter/material stops; verify transitions in multi-biome live scenes.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_biome_grammar.py,_generate_corruption_map,_generate_corruption_map,288,function,runtime_handler,biome_transition,UE_PCG_BIOME|WORLDENGINE|MAPGEN2,"Use shared ecotone masks for height, materials, scatter, water, atmosphere, and gameplay; avoid abrupt scatter/material stops; verify transitions in multi-biome live scenes.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_biome_grammar.py,_generate_corruption_map._fbm_grid,_fbm_grid,339,nested_function,runtime_handler,biome_transition,UE_PCG_BIOME|WORLDENGINE|MAPGEN2,"Use shared ecotone masks for height, materials, scatter, water, atmosphere, and gameplay; avoid abrupt scatter/material stops; verify transitions in multi-biome live scenes.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_biome_grammar.py,_box_filter_2d,_box_filter_2d,390,function,runtime_handler,biome_transition,UE_PCG_BIOME|WORLDENGINE|MAPGEN2,"Use shared ecotone masks for height, materials, scatter, water, atmosphere, and gameplay; avoid abrupt scatter/material stops; verify transitions in multi-biome live scenes.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_biome_grammar.py,_distance_from_mask,_distance_from_mask,473,function,runtime_handler,biome_transition,UE_PCG_BIOME|WORLDENGINE|MAPGEN2,"Use shared ecotone masks for height, materials, scatter, water, atmosphere, and gameplay; avoid abrupt scatter/material stops; verify transitions in multi-biome live scenes.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_biome_grammar.py,apply_periglacial_patterns,apply_periglacial_patterns,558,function,runtime_handler,biome_transition,UE_PCG_BIOME|WORLDENGINE|MAPGEN2,"Use shared ecotone masks for height, materials, scatter, water, atmosphere, and gameplay; avoid abrupt scatter/material stops; verify transitions in multi-biome live scenes.",C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_biome_grammar.py,apply_desert_pavement,apply_desert_pavement,684,function,runtime_handler,biome_transition,UE_PCG_BIOME|WORLDENGINE|MAPGEN2,"Use shared ecotone masks for height, materials, scatter, water, atmosphere, and gameplay; avoid abrupt scatter/material stops; verify transitions in multi-biome live scenes.",D+,WIRE_OR_DEPRECATE,orphan_candidate,Wiring scan marks this as orphan_candidate. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_biome_grammar.py,compute_spring_line_mask,compute_spring_line_mask,839,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",D+,WIRE_OR_DEPRECATE,orphan_candidate,Wiring scan marks this as orphan_candidate. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_biome_grammar.py,apply_landslide_scars,apply_landslide_scars,941,function,runtime_handler,biome_transition,UE_PCG_BIOME|WORLDENGINE|MAPGEN2,"Use shared ecotone masks for height, materials, scatter, water, atmosphere, and gameplay; avoid abrupt scatter/material stops; verify transitions in multi-biome live scenes.",C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_biome_grammar.py,apply_hot_spring_features,apply_hot_spring_features,1099,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION2|SIMPLE_HYDROLOGY|MAPGEN2,"Carve beds/banks before water surfaces; solve basins/spillways/outflow; export flow/flowdir/sediment/wetness masks; verify seam continuity, held water levels, material margins, and live renders.",C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_biome_grammar.py,apply_reef_platform,apply_reef_platform,1256,function,runtime_handler,biome_transition,UE_PCG_BIOME|WORLDENGINE|MAPGEN2,"Use shared ecotone masks for height, materials, scatter, water, atmosphere, and gameplay; avoid abrupt scatter/material stops; verify transitions in multi-biome live scenes.",D+,WIRE_OR_DEPRECATE,orphan_candidate,Wiring scan marks this as orphan_candidate. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_biome_grammar.py,apply_tafoni_weathering,apply_tafoni_weathering,1440,function,runtime_handler,biome_transition,UE_PCG_BIOME|WORLDENGINE|MAPGEN2,"Use shared ecotone masks for height, materials, scatter, water, atmosphere, and gameplay; avoid abrupt scatter/material stops; verify transitions in multi-biome live scenes.",C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_biome_grammar.py,apply_tafoni_weathering._place_cavities,_place_cavities,1543,nested_function,runtime_handler,biome_transition,UE_PCG_BIOME|WORLDENGINE|MAPGEN2,"Use shared ecotone masks for height, materials, scatter, water, atmosphere, and gameplay; avoid abrupt scatter/material stops; verify transitions in multi-biome live scenes.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_biome_grammar.py,apply_tafoni_weathering._contagion_prob,_contagion_prob,1607,nested_function,runtime_handler,biome_transition,UE_PCG_BIOME|WORLDENGINE|MAPGEN2,"Use shared ecotone masks for height, materials, scatter, water, atmosphere, and gameplay; avoid abrupt scatter/material stops; verify transitions in multi-biome live scenes.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_biome_grammar.py,apply_geological_folds,apply_geological_folds,1707,function,runtime_handler,biome_transition,UE_PCG_BIOME|WORLDENGINE|MAPGEN2,"Use shared ecotone masks for height, materials, scatter, water, atmosphere, and gameplay; avoid abrupt scatter/material stops; verify transitions in multi-biome live scenes.",D+,WIRE_OR_DEPRECATE,orphan_candidate,Wiring scan marks this as orphan_candidate. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_bridge_mesh.py,generate_terrain_bridge_mesh,generate_terrain_bridge_mesh,21,function,runtime_handler,roads_paths,UE_PCG|HOUDINI_ERODE|FROSTBITE_TERRAIN,"Route splines/paths against slope and obstacles; deform terrain with shoulders/drainage/worn blends; prove path continuity, biome-aware side dressing, and rendered road-to-terrain integration.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_mesh_bridge.py,_lsystem_tree_generator,_lsystem_tree_generator,220,function,runtime_handler,roads_paths,UE_PCG|HOUDINI_ERODE|FROSTBITE_TERRAIN,"Route splines/paths against slope and obstacles; deform terrain with shoulders/drainage/worn blends; prove path continuity, biome-aware side dressing, and rendered road-to-terrain integration.",D+,WIRE_OR_DEPRECATE,orphan_candidate,Wiring scan marks this as orphan_candidate. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_mesh_bridge.py,get_material_for_category,get_material_for_category,528,function,runtime_handler,roads_paths,UE_PCG|HOUDINI_ERODE|FROSTBITE_TERRAIN,"Route splines/paths against slope and obstacles; deform terrain with shoulders/drainage/worn blends; prove path continuity, biome-aware side dressing, and rendered road-to-terrain integration.",D+,WIRE_OR_DEPRECATE,orphan_candidate,Wiring scan marks this as orphan_candidate. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_mesh_bridge.py,_face_normal,_face_normal,545,function,runtime_handler,roads_paths,UE_PCG|HOUDINI_ERODE|FROSTBITE_TERRAIN,"Route splines/paths against slope and obstacles; deform terrain with shoulders/drainage/worn blends; prove path continuity, biome-aware side dressing, and rendered road-to-terrain integration.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_mesh_bridge.py,_dot3,_dot3,564,function,runtime_handler,roads_paths,UE_PCG|HOUDINI_ERODE|FROSTBITE_TERRAIN,"Route splines/paths against slope and obstacles; deform terrain with shoulders/drainage/worn blends; prove path continuity, biome-aware side dressing, and rendered road-to-terrain integration.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_mesh_bridge.py,post_boolean_cleanup,post_boolean_cleanup,568,function,runtime_handler,roads_paths,UE_PCG|HOUDINI_ERODE|FROSTBITE_TERRAIN,"Route splines/paths against slope and obstacles; deform terrain with shoulders/drainage/worn blends; prove path continuity, biome-aware side dressing, and rendered road-to-terrain integration.",D+,WIRE_OR_DEPRECATE,orphan_candidate,Wiring scan marks this as orphan_candidate. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_mesh_bridge.py,resolve_generator,resolve_generator,956,function,runtime_handler,roads_paths,UE_PCG|HOUDINI_ERODE|FROSTBITE_TERRAIN,"Route splines/paths against slope and obstacles; deform terrain with shoulders/drainage/worn blends; prove path continuity, biome-aware side dressing, and rendered road-to-terrain integration.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_mesh_bridge.py,_compute_aabb,_compute_aabb,979,function,runtime_handler,roads_paths,UE_PCG|HOUDINI_ERODE|FROSTBITE_TERRAIN,"Route splines/paths against slope and obstacles; deform terrain with shoulders/drainage/worn blends; prove path continuity, biome-aware side dressing, and rendered road-to-terrain integration.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_mesh_bridge.py,_cluster_vertices,_cluster_vertices,994,function,runtime_handler,roads_paths,UE_PCG|HOUDINI_ERODE|FROSTBITE_TERRAIN,"Route splines/paths against slope and obstacles; deform terrain with shoulders/drainage/worn blends; prove path continuity, biome-aware side dressing, and rendered road-to-terrain integration.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_mesh_bridge.py,_make_billboard_spec,_make_billboard_spec,1051,function,runtime_handler,roads_paths,UE_PCG|HOUDINI_ERODE|FROSTBITE_TERRAIN,"Route splines/paths against slope and obstacles; deform terrain with shoulders/drainage/worn blends; prove path continuity, biome-aware side dressing, and rendered road-to-terrain integration.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_mesh_bridge.py,generate_lod_specs,generate_lod_specs,1149,function,runtime_handler,roads_paths,UE_PCG|HOUDINI_ERODE|FROSTBITE_TERRAIN,"Route splines/paths against slope and obstacles; deform terrain with shoulders/drainage/worn blends; prove path continuity, biome-aware side dressing, and rendered road-to-terrain integration.",D+,WIRE_OR_DEPRECATE,orphan_candidate,Wiring scan marks this as orphan_candidate. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_mesh_bridge.py,mesh_from_spec,mesh_from_spec,1331,function,runtime_handler,roads_paths,UE_PCG|HOUDINI_ERODE|FROSTBITE_TERRAIN,"Route splines/paths against slope and obstacles; deform terrain with shoulders/drainage/worn blends; prove path continuity, biome-aware side dressing, and rendered road-to-terrain integration.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_scatter_engine.py,poisson_disk_sample,poisson_disk_sample,34,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_scatter_engine.py,poisson_disk_sample._density_at,_density_at,107,nested_function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_scatter_engine.py,poisson_disk_sample._grid_idx,_grid_idx,136,nested_function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_scatter_engine.py,poisson_disk_sample._is_valid,_is_valid,143,nested_function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_scatter_engine.py,lloyd_relax_points,lloyd_relax_points,212,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_scatter_engine.py,biome_filter_points,biome_filter_points,312,function,runtime_handler,biome_transition,UE_PCG_BIOME|WORLDENGINE|MAPGEN2,"Use shared ecotone masks for height, materials, scatter, water, atmosphere, and gameplay; avoid abrupt scatter/material stops; verify transitions in multi-biome live scenes.",C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Product terrain domain lacks attached live visual golden/render proof.
