Review Source,File,Qualified Name,Current R12 Grade,Manual Grade,Action,Evidence Summary,Best Practice Gap,Output Proof Present,Strict AAA Output Grade,Strict AAA Output Gate
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_club_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_mace_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_warhammer_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_halberd_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_glaive_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,_make_bow_limb,D+,D+,RELOCATE_OR_ADD_HELPER_CONTRACT_TESTS,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.",Private MeshSpec helper in a 22k-line prop library; no per-helper terrain runtime wiring row or direct visual/contract proof.,No,D+,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_shortbow_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_longbow_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_staff_magic_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_wand_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_throwing_knife_weapon_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_paired_daggers_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_twin_swords_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_dual_axes_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_dual_claws_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_brass_knuckles_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_cestus_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_bladed_gauntlet_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_iron_fist_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_rapier_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_estoc_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_javelin_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_throwing_axe_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_shuriken_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_bola_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_orb_focus_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_skull_fetish_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_holy_symbol_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_totem_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_gargoyle_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_fountain_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_statue_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_gate_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_staircase_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_fence_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_barricade_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_railing_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_spike_trap_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_bear_trap_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_pressure_plate_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_dart_launcher_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_swinging_blade_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_falling_cage_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_cart_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_boat_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_wagon_wheel_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_column_row_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_buttress_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,veilbreakers_terrain/procedural_meshes.py,generate_rampart_mesh,D+,C,RELOCATE_ASSET_LIBRARY_OR_PROVE_SCATTER_RENDER_PATH,"Manual code read: procedural_meshes.py is imported by handlers/_mesh_bridge.py and then used by scatter/prop maps, while repo docs already mark it as non-terrain scope contamination. Prior deep-dive notes also list shape/UV/topology bugs in this library.","Pure prop MeshSpec generator, not a terrain generator. Some outputs are reachable through _mesh_bridge maps, but no row-level terrain placement, LOD, material, or screenshot proof exists.",No,C,BELOW_B_REMEDIATION_REQUIRED
