File,Qualified Name,Function,Line,Kind,Scope,R11 Domain,Research Refs,R11 Required AAA Evidence,R11 Grade,R11 B-Floor Grade,R11 Remediation Category,R11 Confidence,R11 Findings
veilbreakers_terrain/handlers/terrain_footprint_surface.py,export_footprint_data_json,export_footprint_data_json,104,function,runtime_handler,lod_streaming_export,FROSTBITE_TERRAIN|UE_PCG,"World hierarchy, streaming, virtual texture/cache strategy, screen-error budgets, engine import smoke tests.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against FROSTBITE_TERRAIN|UE_PCG: World hierarchy, streaming, virtual texture/cache strategy, screen-error budgets, engine import smoke tests. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_geology_validator.py,validate_strata_consistency,validate_strata_consistency,26,function,runtime_handler,validation_visual,FROSTBITE_TERRAIN|UE_PCG,"Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against FROSTBITE_TERRAIN|UE_PCG: Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_geology_validator.py,validate_strahler_ordering,validate_strahler_ordering,97,function,runtime_handler,validation_visual,FROSTBITE_TERRAIN|UE_PCG,"Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against FROSTBITE_TERRAIN|UE_PCG: Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_geology_validator.py,validate_glacial_plausibility,validate_glacial_plausibility,394,function,runtime_handler,validation_visual,FROSTBITE_TERRAIN|UE_PCG,"Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against FROSTBITE_TERRAIN|UE_PCG: Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_geology_validator.py,validate_karst_plausibility,validate_karst_plausibility,439,function,runtime_handler,validation_visual,FROSTBITE_TERRAIN|UE_PCG,"Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against FROSTBITE_TERRAIN|UE_PCG: Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_glacial.py,scatter_moraines,scatter_moraines,171,function,runtime_handler,scatter_foliage,UE_PCG|HOUDINI_HEIGHTFIELDS|FROSTBITE_TERRAIN,"Ecological density falloffs, forest core/edge/sparse bands, asset LODs, batching/streaming, slope/moisture constraints, visual proof.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG|HOUDINI_HEIGHTFIELDS|FROSTBITE_TERRAIN: Ecological density falloffs, forest core/edge/sparse bands, asset LODs, batching/streaming, slope/moisture constraints, visual proof. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
veilbreakers_terrain/handlers/terrain_god_ray_hints.py,export_god_ray_hints_json,export_god_ray_hints_json,343,function,runtime_handler,lod_streaming_export,FROSTBITE_TERRAIN|UE_PCG,"World hierarchy, streaming, virtual texture/cache strategy, screen-error budgets, engine import smoke tests.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against FROSTBITE_TERRAIN|UE_PCG: World hierarchy, streaming, virtual texture/cache strategy, screen-error budgets, engine import smoke tests. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_golden_snapshots.py,load_golden_snapshot,load_golden_snapshot,123,function,runtime_handler,validation_visual,FROSTBITE_TERRAIN|UE_PCG,"Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against FROSTBITE_TERRAIN|UE_PCG: Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_golden_snapshots.py,compare_against_golden,compare_against_golden,129,function,runtime_handler,validation_visual,FROSTBITE_TERRAIN|UE_PCG,"Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against FROSTBITE_TERRAIN|UE_PCG: Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_golden_snapshots.py,seed_golden_library,seed_golden_library,276,function,runtime_handler,validation_visual,FROSTBITE_TERRAIN|UE_PCG,"Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against FROSTBITE_TERRAIN|UE_PCG: Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_hierarchy.py,classify_feature_tier,classify_feature_tier,77,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_hierarchy.py,enforce_feature_budget,enforce_feature_budget,119,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_legacy_bug_fixes.py,audit_terrain_advanced_world_units,audit_terrain_advanced_world_units,140,function,runtime_handler,terrain_shape,HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN,"Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN: Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
veilbreakers_terrain/handlers/terrain_math.py,slope_degrees,slope_degrees,17,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_math.py,slope_gradient_magnitude,slope_gradient_magnitude,21,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_math.py,talus_height_units,talus_height_units,26,function,runtime_handler,cliffs,HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS,"Real strata/fractures/outcrops/talus, vertical-detail geometry or assets, material projection, and rendered readability proof.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS: Real strata/fractures/outcrops/talus, vertical-detail geometry or assets, material projection, and rendered readability proof. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
veilbreakers_terrain/handlers/terrain_math.py,world_to_cell,world_to_cell,31,function,runtime_handler,terrain_shape,HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN,"Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN: Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
veilbreakers_terrain/handlers/terrain_math.py,cell_to_world,cell_to_world,45,function,runtime_handler,terrain_shape,HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN,"Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN: Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
veilbreakers_terrain/handlers/terrain_math.py,distance_field_edt,distance_field_edt,57,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_morphology.py,apply_morphology_template,apply_morphology_template,283,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_morphology.py,list_templates_for_biome,list_templates_for_biome,379,function,runtime_handler,biome_transition,UE_PCG|HOUDINI_HEIGHTFIELDS,"Shared ecotone masks that drive height, materials, scatter density, atmosphere, and gameplay together; no abrupt start/stop.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG|HOUDINI_HEIGHTFIELDS: Shared ecotone masks that drive height, materials, scatter density, atmosphere, and gameplay together; no abrupt start/stop. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
veilbreakers_terrain/handlers/terrain_palette_extract.py,extract_palette_from_image,extract_palette_from_image,76,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_palette_extract.py,palette_to_biome_mapping,palette_to_biome_mapping,264,function,runtime_handler,biome_transition,UE_PCG|HOUDINI_HEIGHTFIELDS,"Shared ecotone masks that drive height, materials, scatter density, atmosphere, and gameplay together; no abrupt start/stop.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG|HOUDINI_HEIGHTFIELDS: Shared ecotone masks that drive height, materials, scatter density, atmosphere, and gameplay together; no abrupt start/stop. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
veilbreakers_terrain/handlers/terrain_protocol.py,enforce_protocol,enforce_protocol,285,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_quality_profiles.py,write_profile_jsons,write_profile_jsons,851,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_quality_profiles.py,lock_preset,lock_preset,979,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_quality_profiles.py,unlock_preset,unlock_preset,984,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_readability_semantic.py,run_semantic_readability_audit,run_semantic_readability_audit,577,function,runtime_handler,validation_visual,FROSTBITE_TERRAIN|UE_PCG,"Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against FROSTBITE_TERRAIN|UE_PCG: Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_reference_locks.py,lock_anchor,lock_anchor,53,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_reference_locks.py,unlock_anchor,unlock_anchor,63,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_reference_locks.py,clear_all_locks,clear_all_locks,68,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_reference_locks.py,is_locked,is_locked,74,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_reference_locks.py,assert_anchor_integrity,assert_anchor_integrity,86,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_review_ingest.py,ingest_review_json,ingest_review_json,63,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_review_ingest.py,apply_review_findings,apply_review_findings,121,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_rhythm.py,enforce_rhythm,enforce_rhythm,245,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_rhythm.py,validate_rhythm,validate_rhythm,422,function,runtime_handler,validation_visual,FROSTBITE_TERRAIN|UE_PCG,"Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against FROSTBITE_TERRAIN|UE_PCG: Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_rng.py,tile_rng,tile_rng,34,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_saliency.py,auto_sculpt_around_feature,auto_sculpt_around_feature,233,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_scene_read.py,handle_capture_scene_read,handle_capture_scene_read,233,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,WIRE_OR_REGISTER,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_telemetry_dashboard.py,summarize_telemetry,summarize_telemetry,113,function,runtime_handler,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_twelve_step.py,run_twelve_step_world_terrain,run_twelve_step_world_terrain,1036,function,runtime_handler,terrain_shape,HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN,"Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN: Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
veilbreakers_terrain/handlers/terrain_unity_export_contracts.py,validate_mesh_attributes_present,validate_mesh_attributes_present,86,function,runtime_handler,validation_visual,FROSTBITE_TERRAIN|UE_PCG,"Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against FROSTBITE_TERRAIN|UE_PCG: Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_unity_export_contracts.py,validate_vertex_attributes_present,validate_vertex_attributes_present,109,function,runtime_handler,validation_visual,FROSTBITE_TERRAIN|UE_PCG,"Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against FROSTBITE_TERRAIN|UE_PCG: Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_unity_export_contracts.py,write_export_manifest,write_export_manifest,138,function,runtime_handler,lod_streaming_export,FROSTBITE_TERRAIN|UE_PCG,"World hierarchy, streaming, virtual texture/cache strategy, screen-error budgets, engine import smoke tests.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against FROSTBITE_TERRAIN|UE_PCG: World hierarchy, streaming, virtual texture/cache strategy, screen-error budgets, engine import smoke tests. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_viewport_sync.py,transform_world_to_vantage,transform_world_to_vantage,163,function,runtime_handler,terrain_shape,HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN,"Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN: Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
veilbreakers_terrain/handlers/terrain_visual_diff.py,generate_diff_overlay,generate_diff_overlay,120,function,runtime_handler,validation_visual,FROSTBITE_TERRAIN|UE_PCG,"Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against FROSTBITE_TERRAIN|UE_PCG: Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner."
veilbreakers_terrain/handlers/terrain_waterfalls.py,export_water_mesh_vertices,export_water_mesh_vertices,117,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION|HOUDINI_HEIGHTFIELDS,"Carved bed before surface, banks, shelves, spillways, held basins, wet material borders, flow/debris/sediment channels, seam proof.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against HOUDINI_ERODE|GAEA_EROSION|HOUDINI_HEIGHTFIELDS: Carved bed before surface, banks, shelves, spillways, held basins, wet material borders, flow/debris/sediment channels, seam proof. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
veilbreakers_terrain/handlers/terrain_waterfalls.py,validate_waterfall_volumetric,validate_waterfall_volumetric,2092,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION|HOUDINI_HEIGHTFIELDS,"Carved bed before surface, banks, shelves, spillways, held basins, wet material borders, flow/debris/sediment channels, seam proof.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against HOUDINI_ERODE|GAEA_EROSION|HOUDINI_HEIGHTFIELDS: Carved bed before surface, banks, shelves, spillways, held basins, wet material borders, flow/debris/sediment channels, seam proof. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
veilbreakers_terrain/handlers/terrain_waterfalls_volumetric.py,build_waterfall_volume_bounds,build_waterfall_volume_bounds,111,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION|HOUDINI_HEIGHTFIELDS,"Carved bed before surface, banks, shelves, spillways, held basins, wet material borders, flow/debris/sediment channels, seam proof.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against HOUDINI_ERODE|GAEA_EROSION|HOUDINI_HEIGHTFIELDS: Carved bed before surface, banks, shelves, spillways, held basins, wet material borders, flow/debris/sediment channels, seam proof. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
veilbreakers_terrain/handlers/terrain_waterfalls_volumetric.py,validate_waterfall_volumetric,validate_waterfall_volumetric,392,function,runtime_handler,water,HOUDINI_ERODE|GAEA_EROSION|HOUDINI_HEIGHTFIELDS,"Carved bed before surface, banks, shelves, spillways, held basins, wet material borders, flow/debris/sediment channels, seam proof.",B-,B,ADD_DIRECT_RUNTIME_TEST,medium,"Benchmarked against HOUDINI_ERODE|GAEA_EROSION|HOUDINI_HEIGHTFIELDS: Carved bed before surface, banks, shelves, spillways, held basins, wet material borders, flow/debris/sediment channels, seam proof. Wiring scan status: test_only_or_unwired. Capped: direct runtime path not proven by scanner. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
