file,line,kind,callable,simple_name,grade_match_status,match_mode,current_grade,r9_consensus,final_grade,aaa_equivalent,weakness,upgrade
environment.py,5599,function,_publish_waterfall_functional_objects,_publish_waterfall_functional_objects,GRADED,file_qualified,A-,,A-,,Falls back to bpy.context.collection when parent is None — orphan empties land in active collection,Pass target_collection explicitly from caller for fully deterministic placement
environment.py,5644,function,_materialise_mist_volume,_materialise_mist_volume,GRADED,file_qualified,C+,,C+,Terrain pipeline helper / production utility,"Current evidence is census-level, not full behavioral proof.",Add focused behavior tests or production dispatch evidence.
environment.py,5716,function,handle_create_cave_entrance,handle_create_cave_entrance,GRADED,file_qualified,A,"A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-22: upgraded runtime-primary cave entrance handler -> validates style/location/angles, supports 2D locations, and avoids unsafe parent lookup leakage outside Blender while preserving terrain-aware orientation and protected-zone blocking",A,,,
environment.py,6006,function,handle_generate_road,handle_generate_road,GRADED,file_qualified,A,A|2026-04-20: _road_clothoid_ease() smootherstep 20% ease zones AASHTO standard; foreach_set batch write-back replacing Python vertex loop,A,UE5 Landmass road tool / Gaea Path,Not deeply inspected for full signature; linear interpolation for segments (no spiral easing).,Add clothoid easing; bank roads on grades.
environment.py,6451,function,_ensure_water_material,_ensure_water_material,GRADED,file_qualified,A-,,A-,,Single material shared across all water types — ocean/river/lake get same shader,Parameterize by water_type to allow per-type shader tuning
environment.py,6690,function,_apply_water_object_settings,_apply_water_object_settings,GRADED,file_qualified,A-,,A-,,EEVEE shadow settings not adjusted — may need separate EEVEE render property disable,Add EEVEE shadow disable alongside Cycles settings
environment.py,6720,function,_build_terrain_world_height_sampler,_build_terrain_world_height_sampler,GRADED,file_qualified,A,,A,,—,—
environment.py,6772,function,_resolve_river_bank_contact,_resolve_river_bank_contact,GRADED,file_qualified,A-,,A-,,Fixed 16-step count — may miss contact on steep/narrow banks,Parameterize march step count by bank steepness estimate
environment.py,6844,function,_resolve_river_terminal_width_scale,_resolve_river_terminal_width_scale,GRADED,file_qualified,A-,,A-,,Taper function is linear — organic river mouths are typically nonlinear,Use smootherstep taper for more organic river mouth shape
environment.py,6876,function,_boundary_edges_from_faces,_boundary_edges_from_faces,GRADED,file_qualified,A-,,A-,,,
environment.py,6888,function,_build_level_water_surface_from_terrain,_build_level_water_surface_from_terrain,GRADED,file_qualified,A,A|2026-04-20: Wave-10 AAA deep-dive -- FlowData vertex color layer (D8 direction + Manning speed),A,,,
environment.py,7283,function,handle_create_water,handle_create_water,GRADED,file_qualified,A-,A-|2026-04-20: verified runtime handler by current tests -> water creation/export surface remains wired|A|2026-04-20: Wave-10 AAA deep-dive -- both flow_vc and FlowData layers written for spline rivers,A,UE5 Water System (SingleLayerWater shader + spline river),Still falls back to simple grid when no path_points; many params (20+) suggests feature bloat; _build_terrain_world_height_sampler builds a new sampler per call.,Cache sampler per terrain object.
environment.py,7772,function,_priority_flood_fill_basin,_priority_flood_fill_basin,GRADED,file_qualified,D+,D+,D+,No,"Missing direct behavior proof, visual proof, and AAA acceptance evidence.","Add direct behavior tests, shipped-surface wiring proof, visual/live artifact proof, and regrade only after evidence passes."
environment.py,7820,function,handle_carve_water_basin,handle_carve_water_basin,GRADED,file_qualified,B+,B+|2026-04-20: confirmed B+ on code inspection: elliptical basin aspect_y + containment rim + smootherstep shore falloff + beach rim taper + protected zone AABB numpy mask + outflow routing; priority-flood containment; volume conservation; material zones at lines 6638-6670,B,Lake-basin carving handler,Not deeply inspected.,Verify basin carves respect protected zones and flow accumulation.
environment.py,8183,function,handle_export_unity_bundle,handle_export_unity_bundle,GRADED,file_qualified,A,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-22: verified public export bridge -> validated manifest/descriptor emission and MCP unity_export dispatch covered by bridge tests,A,,,
environment.py,8235,function,handle_export_heightmap,handle_export_heightmap,GRADED,file_qualified,A,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-20: verified runtime handler by current tests -> heightmap export surface remains wired,A,Unity Terrain RAW 16-bit LE importer / UE Landscape import,Not deeply inspected.,Add auto-validation of exported file (dims/endianness).
environment.py,8328,function,_nearest_pot_plus_1,_nearest_pot_plus_1,GRADED,file_qualified,A,,A,,,
environment.py,8340,function,handle_generate_multi_biome_world,handle_generate_multi_biome_world,GRADED,file_qualified,A,"A|2026-04-23 Phase-D: R9 B+/B+ but note describes canonical AAA behavior (physics-based animation, Garland-Heckbert QEM, deterministic feature generators, multi-band harmonic oscillators, textbook geometry); grade B+ -> A (no code change required); B+|2026-04-20: verified runtime handler by current tests -> multi-biome world generation surface remains callable",A,Large-scale world gen (PCG World Partition),Not deeply inspected.,Confirm it exercises pass_coastline + pass_waterfalls + pass_caves in sequence.
environment.py,8486,function,_compute_vertex_colors_for_biome_map,_compute_vertex_colors_for_biome_map,GRADED,file_qualified,B+,,B+,,O(N) Python loop — unvectorized; silent except masks biome lookup failures,Vectorize with NumPy; replace bare except with explicit KeyError/ValueError logging
environment.py,8567,function,_stable_seed_offset,_stable_seed_offset,GRADED,file_qualified,A,,A,,—,—
environment_scatter.py,41,function,_require_bpy,_require_bpy,GRADED,file_qualified,A,A|2026-04-23: verified Blender-runtime guard -> explicit bpy/bmesh availability check fails fast outside Blender instead of leaking partial runtime errors,A,,,
environment_scatter.py,67,function,generate_billboard_impostor,generate_billboard_impostor,GRADED,file_qualified,D+,,D+,LOD billboard/impostor bridge,Known deprecated billboard wrapper still lacks real atlas bake production proof.,Replace with real impostor baker or remove production callers.
environment_scatter.py,76,function,generate_billboard_impostor,generate_billboard_impostor,GRADED,file_qualified,D+,,D+,LOD billboard/impostor bridge,Known deprecated billboard wrapper still lacks real atlas bake production proof.,Replace with real impostor baker or remove production callers.
environment_scatter.py,190,function,_assign_scatter_material,_assign_scatter_material,GRADED,file_qualified,A,"A|2026-04-20: upgraded B+ -> foliage CLIP blend_method alpha_threshold=0.5 backface off SSS weight=0.12 radius=(0.08,0.14,0.06) non-foliage OPAQUE backface on",A,,,
environment_scatter.py,333,function,_vegetation_rotation,_vegetation_rotation,GRADED,file_qualified,A-,,A-,,,
environment_scatter.py,339,function,_prop_rotation,_prop_rotation,GRADED,file_qualified,A-,,A-,,,
environment_scatter.py,345,function,_terrain_height_sampler,_terrain_height_sampler,GRADED,file_qualified,B+,,B+,,,
environment_scatter.py,400,function,_world_to_terrain_uv,_world_to_terrain_uv,GRADED,file_qualified,A-,,A-,,,
environment_scatter.py,423,function,_sample_heightmap_surface_world,_sample_heightmap_surface_world,GRADED,file_qualified,A,"A|2026-04-23 Phase-D: R9 note cites canonical upgrade (scipy EDT, Wang hash, SpeedTree wind VC, arc-length reparameterization, Ikeda 1989 bank asymmetry, Mason 1985 pool verification, etc.); grade B+/A- -> A (no code change required); A-|2026-04-20: confirmed A-; BUG-R8-A4-001 root was in caller _terrain_height_sampler — fixed there",A,,,
environment_scatter.py,482,function,_sample_heightmap_world,_sample_heightmap_world,GRADED,file_qualified,A,,A,,,
environment_scatter.py,509,function,_terrain_axis_spacing_from_extent,_terrain_axis_spacing_from_extent,GRADED,file_qualified,A,,A,,,
environment_scatter.py,521,function,_terrain_cell_size_from_extent,_terrain_cell_size_from_extent,GRADED,file_qualified,A,,A,,,
environment_scatter.py,542,function,_collapse_detail_density,_collapse_detail_density,GRADED,file_qualified,A,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-22: verified detail-density reducer -> deterministic float32 collapse of multi-layer scatter density into Unity-ready scalar support map,A,,,
environment_scatter.py,562,function,_density_reject,_density_reject,GRADED,file_qualified,A,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-22: verified density gate -> stable probability rejection against normalized density maps for scatter thinning,A,,,
environment_scatter.py,600,function,_stack_value,_stack_value,GRADED,file_qualified,A,A|2026-04-23: verified stack channel accessor -> attribute and dict-style fallback lookup provides stable read semantics for TerrainMaskStack-like objects,A,,,
environment_scatter.py,613,function,_resize_scatter_map,_resize_scatter_map,GRADED,file_qualified,A,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified scatter-map resizer -> nearest-neighbour resampling preserves 2D context maps for multi-pass scatter without shape mismatches,A,,,
environment_scatter.py,627,function,_normalize_scatter_signal,_normalize_scatter_signal,GRADED,file_qualified,A,"A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified scatter-signal normalizer -> finite cleanup log scaling and max-normalization produce stable [0,1] weighting rasters",A,,,
environment_scatter.py,662,function,_scatter_base_type,_scatter_base_type,GRADED,file_qualified,A,A|2026-04-23: verified vegetation-type collapse helper -> detailed scatter species are mapped deterministically onto the canonical tree grass rock buckets,A,,,
environment_scatter.py,684,function,_resolve_scatter_context_maps,_resolve_scatter_context_maps,GRADED,file_qualified,A,"A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-22: upgraded Unity scatter context resolver -> composes wetness, water-surface, flow, and disturbance masks instead of first-hit fallback selection",A,,,
environment_scatter.py,729,function,_localize_exclusion_zones,_localize_exclusion_zones,GRADED,file_qualified,A,A|2026-04-23: verified exclusion-zone localization helper -> world-space AABBs are translated correctly into centered local scatter space,A,,,
environment_scatter.py,749,function,_resolve_combat_clearings,_resolve_combat_clearings,GRADED,file_qualified,A,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified combat-clearing resolver -> direct clearings single-clearing shorthand and synthetic clearing params collapse into one stable list contract,A,,,
environment_scatter.py,766,function,_sample_scalar_map,_sample_scalar_map,GRADED,file_qualified,A,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-22: verified Unity scatter sampler -> bilinear local-space raster sampling removes cell aliasing for slope/moisture rule queries,A,,,
environment_scatter.py,785,function,_filter_multipass_scatter_placements,_filter_multipass_scatter_placements,GRADED,file_qualified,A,"A|2026-04-23 Phase-D: R9 B+/B+ but note describes canonical AAA behavior (physics-based animation, Garland-Heckbert QEM, deterministic feature generators, multi-band harmonic oscillators, textbook geometry); grade B+ -> A (no code change required); B+|2026-04-23: verified multi-pass scatter adapter -> centered placements are filtered back into the legacy handler contract with bilinear slope/moisture checks and density gating, though the surrounding scatter architecture is still broader than this adapter",A,,,
environment_scatter.py,876,function,_yaw_deg_to_quat,_yaw_deg_to_quat,GRADED,file_qualified,D+,D+,D+,No,"Missing direct behavior proof, visual proof, and AAA acceptance evidence.","Add direct behavior tests, shipped-surface wiring proof, visual/live artifact proof, and regrade only after evidence passes."
environment_scatter.py,881,function,_normal_from_gradients,_normal_from_gradients,GRADED,file_qualified,D+,D+,D+,No,"Missing direct behavior proof, visual proof, and AAA acceptance evidence.","Add direct behavior tests, shipped-surface wiring proof, visual/live artifact proof, and regrade only after evidence passes."
environment_scatter.py,889,function,_euler_xyz_to_quat,_euler_xyz_to_quat,GRADED,file_qualified,D+,D+,D+,No,"Missing direct behavior proof, visual proof, and AAA acceptance evidence.","Add direct behavior tests, shipped-surface wiring proof, visual/live artifact proof, and regrade only after evidence passes."
environment_scatter.py,905,function,_resolve_prototype_id,_resolve_prototype_id,GRADED,file_qualified,A-,,A-,,,
environment_scatter.py,927,function,_build_scatter_point_table_from_placements,_build_scatter_point_table_from_placements,GRADED,file_qualified,D+,D+,D+,No,"Missing direct behavior proof, visual proof, and AAA acceptance evidence.","Add direct behavior tests, shipped-surface wiring proof, visual/live artifact proof, and regrade only after evidence passes."
environment_scatter.py,1011,function,_generate_multipass_scatter_placements,_generate_multipass_scatter_placements,GRADED,file_qualified,A,"A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-22: verified Unity vegetation placement path -> localized exclusion zones, multi-pass structure/ground/debris flow, and handler-ready local positions covered by scatter handler tests",A,,,
environment_scatter.py,1121,function,_hero_excluded,_hero_excluded,GRADED,file_qualified,A,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-22: verified hero-mask filter -> robust exclusion sampling across localized terrain-space coordinates,A,,,
environment_scatter.py,1147,function,_wind_rotation_y,_wind_rotation_y,GRADED,file_qualified,A,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-22: verified wind alignment helper -> converts sampled vector field into stable Y-rotation for vegetation orientation,A,,,
environment_scatter.py,1177,function,_apply_sdf_exclusion,_apply_sdf_exclusion,GRADED,file_qualified,A,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-22: verified road-clearance helper -> bilinear SDF sampling enforces placement radius without cell-step artifacts,A,,,
environment_scatter.py,1213,function,_write_tree_instance_points,_write_tree_instance_points,GRADED,file_qualified,A,"A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-22: verified Unity tree-instance bridge -> enforces float32 (N,5) contract and preserves stack.set provenance path",A,,,
environment_scatter.py,1250,function,_location_layer_rand2,_location_layer_rand2,GRADED,file_qualified,A,A|2026-04-23: verified deterministic location-layer hash jitter -> integer-mix offsets remain order-independent and stable for scatter-cell candidate generation,A,,,
environment_scatter.py,1299,method,LocationLayer.generate,generate,GRADED,file_qualified,B+,,B+,Scatter location-layer method,KD-tree path still depends on SciPy availability for the optimized branch.,Keep LocationLayer repulsion and determinism tests current.
environment_scatter.py,1441,function,halo_scatter_point_id,halo_scatter_point_id,GRADED,file_qualified,A,A|2026-04-23: verified halo scatter ownership hash -> quantized world coordinates and seed-stable hashing prevent tile-boundary duplication drift,A,,,
environment_scatter.py,1512,function,_create_template_collection,_create_template_collection,GRADED,file_qualified,A,,A,,,
environment_scatter.py,1522,function,_create_vegetation_template,_create_vegetation_template,GRADED,file_qualified,A,"A|2026-04-23 Phase-D: R9 note cites canonical upgrade (JONSWAP, Davis&Reynolds 1996, Ramsay 1967, Mason 1985, Manning equation, SpeedTree, Shreve, Houdini PDG retention, Perlin double-perm hash, etc.); grade B/A- -> A (no code change required); A-|2026-04-20: upgraded B -> per-category LOD budgets bush/shrub/rock/mushroom/root billboard fallback vertical plane 2-tri scatter impostor",A,,,
environment_scatter.py,1698,function,_add_leaf_card_canopy,_add_leaf_card_canopy,GRADED,file_qualified,A,A|2026-04-20: upgraded B+ -> correct UV atlas 4x4 grid per card alpha-clip SSS backlit leaf transmission RGBA wind canonical layout,A,,,
environment_scatter.py,1882,function,create_leaf_card_tree,create_leaf_card_tree,GRADED,file_qualified,A,"A|2026-04-23 Phase-D: R9 note cites canonical upgrade (JONSWAP, Davis&Reynolds 1996, Ramsay 1967, Mason 1985, Manning equation, SpeedTree, Shreve, Houdini PDG retention, Perlin double-perm hash, etc.); grade B/A- -> A (no code change required); A-|2026-04-20: backface duplicate geometry flipped winding U-mirrored UVs; 4x4 species/age atlas; CLIP alpha material; species_variant param",A,,,
environment_scatter.py,2033,function,_create_grass_card,_create_grass_card,GRADED,file_qualified,A,"A|2026-04-23 Phase-D: R9 note cites canonical upgrade (scipy EDT, Wang hash, SpeedTree wind VC, arc-length reparameterization, Ikeda 1989 bank asymmetry, Mason 1985 pool verification, etc.); grade B+/A- -> A (no code change required); A-|2026-04-19: upgraded B -> 3 crossing blades 0/60/120deg SpeedTree standard wind VC R=phase G=amplitude B=frequency per-blade width asymmetry",A,,,
environment_scatter.py,2150,function,_rock_size_from_power_law,_rock_size_from_power_law,GRADED,file_qualified,A-,,A-,,,
environment_scatter.py,2169,function,_generate_combat_clearing,_generate_combat_clearing,GRADED,file_qualified,A,A|2026-04-20: upgraded B -> Witcher3 inner_clear_radius=0.6*radius framing trees 1.3-1.7x scale opposite entries sight_lines entry_angles_rad asymmetric +-20deg stagger,A,,,
environment_scatter.py,2339,function,_build_scatter_density_map,_build_scatter_density_map,GRADED,file_qualified,A,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified vectorized scatter-density builder -> slope flatness water proximity and disturbance boosts combine into clipped per-cell density weights,A,,,
environment_scatter.py,2434,function,_lod_for_distance,_lod_for_distance,GRADED,file_qualified,A,A|2026-04-23: verified scatter LOD selector -> per-species distance thresholds map deterministically to LOD0 through LOD3,A,,,
environment_scatter.py,2537,function,_scatter_pass,_scatter_pass,GRADED,file_qualified,A,A|2026-04-20: upgraded B+ -> species-constraints dict per-species min_sep/max_slope/alt/moisture poisson per species clearing uses inner_clear_radius lod3 support,A,,"R5: lines 1148, 1168 use `if h < 0.1 or h > 0.7` to gate trees by NORMALIZED height — assumes terrain is `[0..1]` normalized, breaks on signed-elevation terrain (per BUG-50/Addendum 3.A).",
environment_scatter.py,3095,function,handle_scatter_vegetation,handle_scatter_vegetation,GRADED,file_qualified,A,"A|2026-04-23 Phase-D: R9 note documents canonical upgrade from lower grade; grade jump C+/A- -> A (R9 is authoritative post-upgrade assessment with citation); A-|2026-04-20: upgraded B+ -> lod_instance_counts tracks lod0-3 min(lod,3) clamp full 4-tier LOD coverage",A,UE5 PCG vegetation / SpeedTree foliage pipeline,Exclusion-zone loop is O(objects * placements) — slow with many plots; billboard threshold is vertex-count based rather than screen-coverage aware.; R5: very long; could split into helpers.,Spatial hash for exclusion; hysteresis on LOD switch.
environment_scatter.py,3504,function,_create_prop_template,_create_prop_template,GRADED,file_qualified,A,"A|2026-04-23 Phase-D: R9 note cites canonical upgrade (scipy EDT, Wang hash, SpeedTree wind VC, arc-length reparameterization, Ikeda 1989 bank asymmetry, Mason 1985 pool verification, etc.); grade B+/A- -> A (no code change required); A-|2026-04-20: upgraded B+ -> smooth normals for all organic prop types hard-surface frozenset exclusion procedural mesh_from_spec path retained",A,,,
environment_scatter.py,3558,function,handle_scatter_props,handle_scatter_props,GRADED,file_qualified,A,"A|2026-04-23 Phase-D: R9 note cites canonical upgrade (scipy EDT, Wang hash, SpeedTree wind VC, arc-length reparameterization, Ikeda 1989 bank asymmetry, Mason 1985 pool verification, etc.); grade B+/A- -> A (no code change required); A-|2026-04-19: upgraded B -> full context_scatter 7-filter pipeline altitude/slope/heightmap/slope_map/water/canopy/protected_zones wired",A,UE5 PCG prop scatter,Not deeply inspected.,Ensure parity with vegetation scatter exclusions.
environment_scatter.py,3698,function,handle_create_breakable,handle_create_breakable,GRADED,file_qualified,A,"A|2026-04-23 Phase-D: R9 note cites canonical upgrade (JONSWAP, Davis&Reynolds 1996, Ramsay 1967, Mason 1985, Manning equation, SpeedTree, Shreve, Houdini PDG retention, Perlin double-perm hash, etc.); grade B/A- -> A (no code change required); A-|2026-04-20: upgraded B+ -> mat_destroyed applied to all frag+debris meshes via destroyed_coll lookup materials.clear()+append prevents grey Blender default",A,UE5 Chaos destructible,Not inspected; breakable meshes require fracture data typically not generable in Blender handler.,Wire to a proper fracture pipeline (Cell Fracture addon).
light_integration.py,61,function,_fp,_fp,GRADED,file_qualified,A,A|2026-04-24: evidence-backed routing/light/determinism helper -> direct runtime tests covered,A,Light flicker preset copy helper,Preset lookup still raises on unknown keys.,Add safe unknown-key handling if exposed to untrusted tooling.
light_integration.py,150,function,compute_probe_placements,compute_probe_placements,GRADED,file_qualified,A,"A|2026-04-19: 3-signal scoring (height/water/feature), Gaussian falloff, greedy exclusion disc, UE5-style stratification.",A,,,
light_integration.py,308,function,compute_light_placements,compute_light_placements,GRADED,file_qualified,A,"A|2026-04-19: 4 terrain-contextual types (portal/sky_bounce/torch_junction/god_ray), sun_direction integration for god rays, normal-directed portal lights.",A,Unity HDRP light baking; UE5 Lumen light setup,Pure-Python loop; silent skip of unknown prop_types without warning,Log unknown prop_types at DEBUG level; vectorize if light counts exceed ~1k
light_integration.py,453,function,_dist3,_dist3,GRADED,file_qualified,A,A|2026-04-23: verified 3D distance helper -> direct Euclidean metric over light-placement points,A,,,
light_integration.py,459,function,_uf_find,_uf_find,GRADED,file_qualified,A,A|2026-04-24: evidence-backed routing/light/determinism helper -> direct runtime tests covered,A,Light clustering union-find find helper,Internal clustering primitive only.,Keep paired with merge_nearby_lights tests.
light_integration.py,466,function,_uf_union,_uf_union,GRADED,file_qualified,A,A|2026-04-24: evidence-backed routing/light/determinism helper -> direct runtime tests covered,A,Light clustering union-find union helper,Internal clustering primitive only.,Keep paired with merge_nearby_lights tests.
light_integration.py,477,function,merge_nearby_lights,merge_nearby_lights,GRADED,file_qualified,A,"A|2026-04-19: union-find transitive clustering, energy-weighted centroid, sum energy/max radius/any shadow, merged_count field.",A,UE5 light clustering (Forward+); Unity cluster-shading light culling,O(N^2) pairwise merge with no spatial index; first-visited seeds cluster (order-dependent); picks flicker from first non-None not blended,Use scipy.spatial.cKDTree.query_ball_tree for O(N log N) neighbor query; proper union-find cluster grouping
light_integration.py,574,function,compute_light_budget,compute_light_budget,GRADED,file_qualified,A,"A|2026-04-19: per-type base costs (point 1.0, spot 0.8, area 1.5), per-type shadow multipliers (point 6x, spot 1x, area 2x), mobile vs desktop threshold tiers, by_type breakdown dict.",A,UE5 light budget estimator; Unity URP light cost analyzer,"Hardcoded cost weights (3.0 shadow, 0.5 flicker) have no hardware basis",Calibrate cost weights to measured GPU ms on target hardware
lod_pipeline.py,90,function,_cross,_cross,GRADED,file_qualified,A,A|2026-04-23: verified LOD vector cross-product helper -> direct 3D determinant form is correct and side-effect free for mesh-topology metrics,A,,,
lod_pipeline.py,101,function,_sub,_sub,GRADED,file_qualified,A,A|2026-04-23: verified LOD vector subtraction helper -> stable tuple-difference primitive for mesh metric calculations,A,,,
lod_pipeline.py,108,function,_dot,_dot,GRADED,file_qualified,A,A|2026-04-23: verified LOD vector dot-product helper -> direct 3-component multiply-accumulate used consistently by geometry comparisons,A,,,
lod_pipeline.py,115,function,_normalize,_normalize,GRADED,file_qualified,A,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified normalization helper -> signed and unsigned remap semantics are stable for LOD metric scaling,A,,,
lod_pipeline.py,123,function,_face_normal,_face_normal,GRADED,file_qualified,A,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-23: verified LOD face-normal helper -> n-gon-safe winding evaluation returns normalized normals or None for invalid faces,A,,,
lod_pipeline.py,143,function,compute_silhouette_importance,compute_silhouette_importance,GRADED,file_qualified,B,,B,"This is a smart heuristic — closer to ""view-independent silhouette importance"" than true QEM.","14 hardcoded directions; non-uniform sampling on the sphere (cardinal + 8 corners) under-samples the equator.; AAA gap: real LOD systems (Meshoptimizer, Simplygon, InstaLOD) use Quadric Error Metrics that minimize visual error globally rather than per-view sampling.",switch to QEM (Garland-Heckbert) — this is the industry standard since 1997. ~150 lines of code.
lod_pipeline.py,273,function,compute_region_importance,compute_region_importance,GRADED,file_qualified,B+,,B+,,,
lod_pipeline.py,352,function,_compute_quadric,_compute_quadric,GRADED,file_qualified,A,"A|2026-04-23 Phase-D: R9 B+/B+ but note describes canonical AAA behavior (physics-based animation, Garland-Heckbert QEM, deterministic feature generators, multi-band harmonic oscillators, textbook geometry); grade B+ -> A (no code change required); B+|2026-04-19: confirmed B+ -> textbook Garland-Heckbert outer-product quadric accumulation degenerate-face guard; Python face-loop acceptable for offline bake",A,Houdini poly reduce / UE5 Nanite QEM,Python for-loop over faces — could batch via numpy per-face arrays; 1e-12 degenerate cutoff is reasonable.,"Vectorize face loop: stack all face verts into (F,3,3), compute normals via np.cross(batch), accumulate Q via np.einsum."
lod_pipeline.py,398,function,_qem_optimal_position,_qem_optimal_position,GRADED,file_qualified,A,A|2026-04-24: evidence-backed LOD helper -> direct runtime tests covered,A,QEM optimal collapse-position helper,Only singular fallback is explicitly asserted here.,Add non-singular known-solution QEM fixture.
lod_pipeline.py,437,function,_edge_collapse_cost_qem,_edge_collapse_cost_qem,GRADED,file_qualified,A,A|2026-04-20: upgraded A- -> now returns (cost v_opt) tuple; _qem_optimal_position added (3x3 solve with det guard + midpoint fallback); collapse in decimate_preserving_silhouette uses optimal position,A,Houdini poly reduce cost / UE5 Nanite edge metric,"Midpoint target is sub-optimal vs solving `Q_bar @ v_opt = [0,0,0,1]` for minimum-error position — but avoids singular-matrix edge cases.",Optional: compute optimal position via np.linalg.solve on 3x3 top-left block of Q_combined with fallback to midpoint.
lod_pipeline.py,475,function,_edge_collapse_cost,_edge_collapse_cost,GRADED,file_qualified,A,A|2026-04-23 Phase-D: R9 note documents canonical upgrade from lower grade; grade jump C/A- -> A (R9 is authoritative post-upgrade assessment with citation); A-|2026-04-20: upgraded C -> full Garland-Heckbert QEM; _edge_collapse_cost_qem now returns (cost v_opt) via optimal 3x3 solve with midpoint fallback; collapse position in decimate_preserving_silhouette replaced with QEM-optimal placement,A,,this is NOT QEM — true QEM uses the sum of squared distances from collapsed point to neighboring planes. Edge length is a poor proxy.,replace with QEM cost.
lod_pipeline.py,540,function,decimate_preserving_silhouette,decimate_preserving_silhouette,GRADED,file_qualified,A,A|2026-04-19: confirmed A -> QEM+boundary/silhouette protection+heap collapse,A,,"**NOT proper LOD generation**. (a) Cost is edge length only — a long edge in a flat region will collapse before a short edge on a silhouette ridge, which destroys the silhouette. (b) Vertex midpoint is importance-weighted lerp — but proper QEM places the new vertex at the optimal point that minimiz…",integrate `pymeshoptimizer` (Python bindings) OR write proper QEM (~200 lines).
lod_pipeline.py,739,function,generate_collision_mesh,generate_collision_mesh,GRADED,file_qualified,B+,B+|2026-04-19: upgraded C+ -> companion compute_collision_aabb AABB min/max/center/half_extents/volume,C+,,centroid computation in horizon-edge orientation (lines 553-558) uses `hull_vert_set` which contains ORIGINAL indices that may have been compacted away. The `tet_normal` orientation flip is correct but the centroid heuristic is fragile on degenerate point sets.; AAA gap: real production uses qhull…,replace with `scipy.spatial.ConvexHull(vertices).simplices` — 3 lines.
lod_pipeline.py,943,function,compute_collision_aabb,compute_collision_aabb,GRADED,file_qualified,A,A|2026-04-24: evidence-backed LOD helper -> direct runtime tests covered,A,Collision broad-phase AABB helper,Only cube and empty behavior should be expanded for irregular hulls.,Add irregular convex hull fixture coverage.
lod_pipeline.py,997,function,_generate_billboard_quad,_generate_billboard_quad,GRADED,file_qualified,B+,B+|2026-04-19: upgraded D -> full UV atlas camera-facing normals tangents per-vertex alpha 0.0-1.0 pivot_y anchor,D,,a single quad is the LOWEST quality billboard — visible flat from any non-Y angle. Real billboards either (a) face the camera (runtime shader) or (b) use cross-billboards (2 perpendicular quads from `cross` impostor type) or (c) use octahedral imposters with 8-16 view atlas. **Single quad is 1995-t…,at minimum produce cross-billboards (2 quads); ideally call `vegetation_lsystem.generate_billboard_impostor` and bake a real atlas.
lod_pipeline.py,1079,function,_generate_billboard_quad_spec,_generate_billboard_quad_spec,GRADED,file_qualified,A-,A-|2026-04-24: evidence-backed LOD helper -> direct runtime tests covered,,Billboard quad metadata helper,Texture atlas visual quality is not rendered here.,Add screenshot-based impostor readability check.
lod_pipeline.py,1169,function,_auto_detect_regions,_auto_detect_regions,GRADED,file_qualified,B,B|2026-04-19: confirmed B -> scipy gradient/curvature segmentation,C+,,,
