file,line,kind,callable,simple_name,grade_match_status,final_grade,r9_consensus,aaa_equivalent,weakness,upgrade
environment.py,2569,function,_to_bbox,_to_bbox,MISSING,,,,,
environment.py,2866,function,handle_run_terrain_pass,handle_run_terrain_pass,GRADED,,,Node-graph single-pass invocation,Relies on controller state living across calls — session-scoped state management not explicitly checked here.,Add explicit session id param for multi-map workflows.
environment.py,2900,function,_serialize,_serialize,MISSING,,,,,
environment.py,2927,function,handle_generate_waterfall,handle_generate_waterfall,GRADED,,,Water-network-derived authoring in Horizon/RDR2,Still calls legacy generate_waterfall as fallback — deprecated geometry flagged but reachable. Functional_objects_materialized path has silent except.,Remove legacy fallback entirely after grace period; stop swallowing materialize errors.
environment.py,2934,function,_coerce_facing_direction,_coerce_facing_direction,MISSING,,,,,
environment.py,2994,function,_candidate_score,_candidate_score,MISSING,,,,,
environment.py,3152,function,handle_stitch_terrain_edges,handle_stitch_terrain_edges,GRADED,,,UE5 World Partition seam stitcher,"Docstring says 'Fallback seam stitcher' — suggests this is the backup path, real seams handled elsewhere; not inspected in full.",Fold into the primary tile pipeline if possible.
environment.py,3231,function,_in_protected_zone,_in_protected_zone,MISSING,,,,,
environment.py,3237,function,_edge_vertices,_edge_vertices,MISSING,,,,,
environment.py,3373,function,handle_paint_terrain,handle_paint_terrain,GRADED,,,UE Landscape paint tool,Not inspected in full.,Verify it respects biome palette and vertex-color splatmap contract.
environment.py,3507,function,_smoothstep_np,_smoothstep_np,MISSING,,,,,
environment.py,3591,function,handle_carve_river,handle_carve_river,GRADED,,,Houdini river carve along spline / Gaea River node,Uses bmesh per-vertex update which is slow on dense terrain; depth param interpretation has a normalization clamp.,Batch vertex updates via foreach_set.
environment.py,3795,function,_clamp01,_clamp01,MISSING,,,,,
environment.py,3805,function,_smootherstep,_smootherstep,MISSING,,,,,
environment.py,3817,function,_point_segment_distance_2d,_point_segment_distance_2d,MISSING,,,,,
environment.py,3838,function,_terrain_world_xy_to_grid_rc,_terrain_world_xy_to_grid_rc,MISSING,,,,,
environment.py,3863,function,_fill_grid_path_gaps,_fill_grid_path_gaps,MISSING,,,,,
environment.py,3882,function,_extract_road_network_centerline_points,_extract_road_network_centerline_points,MISSING,,,,,
environment.py,3916,function,_grid_path_from_world_centerline,_grid_path_from_world_centerline,MISSING,,,,,
environment.py,3947,function,_grade_road_path_in_world_space,_grade_road_path_in_world_space,MISSING,,,,,
environment.py,3990,function,_solve_road_path_with_network,_solve_road_path_with_network,MISSING,,,,,
environment.py,4050,function,_apply_road_profile_to_heightmap,_apply_road_profile_to_heightmap,MISSING,,,,,
environment.py,4077,function,_ss,_ss,MISSING,,,,,
environment.py,4132,function,_build_road_mask_and_sdf,_build_road_mask_and_sdf,MISSING,,,,,
environment.py,4139,function,_fill_gaps,_fill_gaps,MISSING,,,,,
environment.py,4199,function,_apply_river_profile_to_heightmap,_apply_river_profile_to_heightmap,MISSING,,,,,
environment.py,4225,function,_ss,_ss,MISSING,,,,,
environment.py,4228,function,_seg_dist,_seg_dist,MISSING,,,,,
environment.py,4310,function,_derive_river_surface_levels,_derive_river_surface_levels,MISSING,,,,,
environment.py,4342,function,_sample_path_indices,_sample_path_indices,MISSING,,,,,
environment.py,4367,function,_collect_bridge_spans,_collect_bridge_spans,MISSING,,,,,
environment.py,4450,function,_ensure_grounded_road_material,_ensure_grounded_road_material,MISSING,,,,,
environment.py,4534,function,_paint_road_mask_on_terrain,_paint_road_mask_on_terrain,MISSING,,,,,
environment.py,4600,function,_min_dist_to_path,_min_dist_to_path,MISSING,,,,,
environment.py,4612,function,_ss,_ss,MISSING,,,,,
environment.py,4642,function,_apply_blend_vec,_apply_blend_vec,MISSING,,,,,
environment.py,4677,function,_road_clothoid_ease,_road_clothoid_ease,MISSING,,,,,
environment.py,4706,function,_build_road_strip_geometry,_build_road_strip_geometry,MISSING,,,,,
environment.py,4758,function,_create_bridge_object_from_spec,_create_bridge_object_from_spec,MISSING,,,,,
environment.py,4792,function,_create_mesh_object_from_spec,_create_mesh_object_from_spec,MISSING,,,,,
environment.py,4826,function,_sanitize_waterfall_chain_id,_sanitize_waterfall_chain_id,MISSING,,,,,
environment.py,4832,function,_serialize_validation_issues,_serialize_validation_issues,MISSING,,,,,
environment.py,4849,function,_coerce_point3,_coerce_point3,MISSING,,,,,
environment.py,4863,function,_offset_point3,_offset_point3,MISSING,,,,,
environment.py,4875,function,_resolve_waterfall_chain_id,_resolve_waterfall_chain_id,MISSING,,,,,
environment.py,4901,function,_infer_waterfall_functional_positions,_infer_waterfall_functional_positions,MISSING,,,,,
environment.py,4965,function,_publish_waterfall_functional_objects,_publish_waterfall_functional_objects,MISSING,,,,,
environment.py,5010,function,handle_create_cave_entrance,handle_create_cave_entrance,GRADED,,,Cave portal authoring handler,Not deeply inspected — grading by association with generate_cave_entrance_mesh (C).,Upgrade geometry via terrain_caves path integration.
environment.py,5269,function,handle_generate_road,handle_generate_road,GRADED,,,UE5 Landmass road tool / Gaea Path,Not deeply inspected for full signature; linear interpolation for segments (no spiral easing).,Add clothoid easing; bank roads on grades.
environment.py,5660,function,_ensure_water_material,_ensure_water_material,MISSING,,,,,
environment.py,5860,function,_apply_water_object_settings,_apply_water_object_settings,MISSING,,,,,
environment.py,5890,function,_build_terrain_world_height_sampler,_build_terrain_world_height_sampler,MISSING,,,,,
environment.py,5915,function,_sample,_sample,MISSING,,,,,
environment.py,5942,function,_resolve_river_bank_contact,_resolve_river_bank_contact,MISSING,,,,,
environment.py,6003,function,_resolve_river_terminal_width_scale,_resolve_river_terminal_width_scale,MISSING,,,,,
environment.py,6035,function,_boundary_edges_from_faces,_boundary_edges_from_faces,MISSING,,,,,
environment.py,6047,function,_build_level_water_surface_from_terrain,_build_level_water_surface_from_terrain,MISSING,,,,,
environment.py,6173,function,_shore_factor,_shore_factor,MISSING,,,,,
environment.py,6222,function,_cell_flow_dir_vec,_cell_flow_dir_vec,MISSING,,,,,
environment.py,6248,function,_vertex_slope,_vertex_slope,MISSING,,,,,
environment.py,6434,function,handle_create_water,handle_create_water,GRADED,,,UE5 Water System (SingleLayerWater shader + spline river),Still falls back to simple grid when no path_points; many params (20+) suggests feature bloat; _build_terrain_world_height_sampler builds a new sampler per call.,Cache sampler per terrain object.
environment.py,6906,function,_priority_flood_fill_basin,_priority_flood_fill_basin,MISSING,,,,,
environment.py,6954,function,handle_carve_water_basin,handle_carve_water_basin,GRADED,,,Lake-basin carving handler,Not deeply inspected.,Verify basin carves respect protected zones and flow accumulation.
environment.py,7111,function,_ss,_ss,MISSING,,,,,
environment.py,7317,function,handle_export_unity_bundle,handle_export_unity_bundle,MISSING,,,,,
environment.py,7369,function,handle_export_heightmap,handle_export_heightmap,GRADED,,,Unity Terrain RAW 16-bit LE importer / UE Landscape import,Not deeply inspected.,Add auto-validation of exported file (dims/endianness).
environment.py,7441,function,_nearest_pot_plus_1,_nearest_pot_plus_1,MISSING,,,,,
environment.py,7453,function,handle_generate_multi_biome_world,handle_generate_multi_biome_world,GRADED,,,Large-scale world gen (PCG World Partition),Not deeply inspected.,Confirm it exercises pass_coastline + pass_waterfalls + pass_caves in sequence.
environment.py,7599,function,_compute_vertex_colors_for_biome_map,_compute_vertex_colors_for_biome_map,MISSING,,,,,
environment.py,7680,function,_stable_seed_offset,_stable_seed_offset,MISSING,,,,,
environment_scatter.py,41,function,_require_bpy,_require_bpy,MISSING,,,,,
environment_scatter.py,168,function,_assign_scatter_material,_assign_scatter_material,GRADED,,,,,
environment_scatter.py,311,function,_vegetation_rotation,_vegetation_rotation,GRADED,,,,,
environment_scatter.py,317,function,_prop_rotation,_prop_rotation,GRADED,,,,,
environment_scatter.py,323,function,_terrain_height_sampler,_terrain_height_sampler,GRADED,,,,,
environment_scatter.py,359,function,_sample,_sample,MISSING,,,,,
environment_scatter.py,377,function,_world_to_terrain_uv,_world_to_terrain_uv,GRADED,,,,,
environment_scatter.py,400,function,_sample_heightmap_surface_world,_sample_heightmap_surface_world,GRADED,,,,,
environment_scatter.py,458,function,_sample_heightmap_world,_sample_heightmap_world,GRADED,,,,,
environment_scatter.py,483,function,_terrain_axis_spacing_from_extent,_terrain_axis_spacing_from_extent,GRADED,,,,,
environment_scatter.py,495,function,_terrain_cell_size_from_extent,_terrain_cell_size_from_extent,GRADED,,,,,
environment_scatter.py,516,function,_collapse_detail_density,_collapse_detail_density,MISSING,,,,,
environment_scatter.py,536,function,_density_reject,_density_reject,MISSING,,,,,
environment_scatter.py,556,function,_stack_value,_stack_value,MISSING,,,,,
environment_scatter.py,569,function,_resize_scatter_map,_resize_scatter_map,MISSING,,,,,
environment_scatter.py,583,function,_normalize_scatter_signal,_normalize_scatter_signal,MISSING,,,,,
environment_scatter.py,600,function,_scatter_base_type,_scatter_base_type,MISSING,,,,,
environment_scatter.py,613,function,_resolve_scatter_context_maps,_resolve_scatter_context_maps,MISSING,,,,,
environment_scatter.py,647,function,_localize_exclusion_zones,_localize_exclusion_zones,MISSING,,,,,
environment_scatter.py,667,function,_resolve_combat_clearings,_resolve_combat_clearings,MISSING,,,,,
environment_scatter.py,684,function,_sample_scalar_map,_sample_scalar_map,MISSING,,,,,
environment_scatter.py,693,function,_filter_multipass_scatter_placements,_filter_multipass_scatter_placements,MISSING,,,,,
environment_scatter.py,775,function,_generate_multipass_scatter_placements,_generate_multipass_scatter_placements,MISSING,,,,,
environment_scatter.py,872,function,_hero_excluded,_hero_excluded,MISSING,,,,,
environment_scatter.py,898,function,_wind_rotation_y,_wind_rotation_y,MISSING,,,,,
environment_scatter.py,928,function,_apply_sdf_exclusion,_apply_sdf_exclusion,MISSING,,,,,
environment_scatter.py,964,function,_write_tree_instance_points,_write_tree_instance_points,MISSING,,,,,
environment_scatter.py,992,function,_location_layer_rand2,_location_layer_rand2,MISSING,,,,,
environment_scatter.py,1041,method,LocationLayer.generate,generate,MISSING,,,,,
environment_scatter.py,1154,function,halo_scatter_point_id,halo_scatter_point_id,MISSING,,,,,
environment_scatter.py,1225,function,_create_template_collection,_create_template_collection,GRADED,,,,,
environment_scatter.py,1235,function,_create_vegetation_template,_create_vegetation_template,GRADED,,,,,
environment_scatter.py,1411,function,_add_leaf_card_canopy,_add_leaf_card_canopy,GRADED,,,,,
environment_scatter.py,1482,function,_atlas_uv,_atlas_uv,MISSING,,,,,
environment_scatter.py,1491,function,_atlas_uv_flipped,_atlas_uv_flipped,MISSING,,,,,
environment_scatter.py,1501,function,_add_card,_add_card,MISSING,,,,,
environment_scatter.py,1595,function,create_leaf_card_tree,create_leaf_card_tree,GRADED,,,,,
environment_scatter.py,1746,function,_create_grass_card,_create_grass_card,GRADED,,,,,
environment_scatter.py,1785,function,_add_blade,_add_blade,MISSING,,,,,
environment_scatter.py,1790,function,_rot,_rot,MISSING,,,,,
environment_scatter.py,1863,function,_rock_size_from_power_law,_rock_size_from_power_law,GRADED,,,,,
environment_scatter.py,1882,function,_generate_combat_clearing,_generate_combat_clearing,GRADED,,,,,
environment_scatter.py,2052,function,_build_scatter_density_map,_build_scatter_density_map,MISSING,,,,,
environment_scatter.py,2135,function,_lod_for_distance,_lod_for_distance,MISSING,,,,,
environment_scatter.py,2187,function,_scatter_pass,_scatter_pass,GRADED,,,,,
environment_scatter.py,2270,function,_cell,_cell,MISSING,,,,,
environment_scatter.py,2277,function,_density_at,_density_at,MISSING,,,,,
environment_scatter.py,2281,function,_height_at,_height_at,MISSING,,,,,
environment_scatter.py,2285,function,_slope_at,_slope_at,MISSING,,,,,
environment_scatter.py,2289,function,_moisture_at,_moisture_at,MISSING,,,,,
environment_scatter.py,2302,function,_in_building,_in_building,MISSING,,,,,
environment_scatter.py,2310,function,_in_clearing,_in_clearing,MISSING,,,,,
environment_scatter.py,2323,function,_viewer_dist,_viewer_dist,MISSING,,,,,
environment_scatter.py,2326,function,_scale_pm20,_scale_pm20,MISSING,,,,,
environment_scatter.py,2330,function,_passes_species_constraints,_passes_species_constraints,MISSING,,,,,
environment_scatter.py,2522,function,handle_scatter_vegetation,handle_scatter_vegetation,GRADED,,,UE5 PCG vegetation / SpeedTree foliage pipeline,Exclusion-zone loop is O(objects * placements) — slow with many plots; billboard threshold is vertex-count based rather than screen-coverage aware.,Spatial hash for exclusion; hysteresis on LOD switch.
environment_scatter.py,2896,function,_create_prop_template,_create_prop_template,GRADED,,,,,
environment_scatter.py,2950,function,handle_scatter_props,handle_scatter_props,GRADED,,,UE5 PCG prop scatter,Not deeply inspected.,Ensure parity with vegetation scatter exclusions.
environment_scatter.py,3090,function,handle_create_breakable,handle_create_breakable,GRADED,,,UE5 Chaos destructible,Not inspected; breakable meshes require fracture data typically not generable in Blender handler.,Wire to a proper fracture pipeline (Cell Fracture addon).
light_integration.py,61,function,_fp,_fp,MISSING,,,,,
light_integration.py,150,function,compute_probe_placements,compute_probe_placements,MISSING,,,,,
light_integration.py,306,function,compute_light_placements,compute_light_placements,MISSING,,,,,
light_integration.py,451,function,_dist3,_dist3,MISSING,,,,,
light_integration.py,457,function,_uf_find,_uf_find,MISSING,,,,,
light_integration.py,464,function,_uf_union,_uf_union,MISSING,,,,,
light_integration.py,475,function,merge_nearby_lights,merge_nearby_lights,MISSING,,,,,
light_integration.py,572,function,compute_light_budget,compute_light_budget,MISSING,,,,,
lod_pipeline.py,90,function,_cross,_cross,MISSING,,,,,
lod_pipeline.py,101,function,_sub,_sub,MISSING,,,,,
lod_pipeline.py,108,function,_dot,_dot,MISSING,,,,,
lod_pipeline.py,115,function,_normalize,_normalize,MISSING,,,,,
lod_pipeline.py,123,function,_face_normal,_face_normal,MISSING,,,,,
lod_pipeline.py,143,function,compute_silhouette_importance,compute_silhouette_importance,MISSING,,,,,
lod_pipeline.py,273,function,compute_region_importance,compute_region_importance,MISSING,,,,,
lod_pipeline.py,352,function,_compute_quadric,_compute_quadric,MISSING,,,,,
lod_pipeline.py,398,function,_qem_optimal_position,_qem_optimal_position,MISSING,,,,,
lod_pipeline.py,437,function,_edge_collapse_cost_qem,_edge_collapse_cost_qem,MISSING,,,,,
lod_pipeline.py,475,function,_edge_collapse_cost,_edge_collapse_cost,MISSING,,,,,
lod_pipeline.py,540,function,decimate_preserving_silhouette,decimate_preserving_silhouette,MISSING,,,,,
lod_pipeline.py,633,function,find_root,find_root,MISSING,,,,,
lod_pipeline.py,739,function,generate_collision_mesh,generate_collision_mesh,MISSING,,,,,
lod_pipeline.py,943,function,compute_collision_aabb,compute_collision_aabb,MISSING,,,,,
lod_pipeline.py,997,function,_generate_billboard_quad,_generate_billboard_quad,MISSING,,,,,
lod_pipeline.py,1079,function,_generate_billboard_quad_spec,_generate_billboard_quad_spec,MISSING,,,,,
lod_pipeline.py,1119,function,_alpha,_alpha,MISSING,,,,,
lod_pipeline.py,1169,function,_auto_detect_regions,_auto_detect_regions,MISSING,,,,,
lod_pipeline.py,1254,function,_vert_in_grid_labels,_vert_in_grid_labels,MISSING,,,,,
lod_pipeline.py,1352,function,generate_lod_chain,generate_lod_chain,MISSING,,,,,
lod_pipeline.py,1517,method,SceneBudgetValidator.validate,validate,MISSING,,,,,
lod_pipeline.py,1591,method,SceneBudgetValidator.validate_all_scopes,validate_all_scopes,MISSING,,,,,
lod_pipeline.py,1614,function,handle_generate_lods,handle_generate_lods,MISSING,,,,,
lod_pipeline.py,1753,function,_make_billboard_lod_spec,_make_billboard_lod_spec,MISSING,,,,,
lod_pipeline.py,1843,function,_setup_billboard_lod,_setup_billboard_lod,MISSING,,,,,
mesh.py,23,function,_dist3d_sq,_dist3d_sq,MISSING,,,,,
mesh.py,27,function,_dot3,_dot3,MISSING,,,,,
mesh.py,31,function,_sub3,_sub3,MISSING,,,,,
mesh.py,35,function,_normalize3,_normalize3,MISSING,,,,,
mesh.py,47,function,_select_by_box,_select_by_box,MISSING,,,,,
mesh.py,91,function,_select_by_sphere,_select_by_sphere,MISSING,,,,,
mesh.py,129,function,_select_by_plane,_select_by_plane,MISSING,,,,,
mesh.py,233,function,_parse_selection_criteria,_parse_selection_criteria,MISSING,,,,,
mesh.py,451,function,_validate_edit_operation,_validate_edit_operation,MISSING,,,,,
mesh_smoothing.py,31,function,_build_adjacency,_build_adjacency,NAME_ONLY_MATCH,,,,,
mesh_smoothing.py,47,function,_build_laplacian,_build_laplacian,MISSING,,,,,
mesh_smoothing.py,67,function,_compute_face_normal,_compute_face_normal,MISSING,,,,,
mesh_smoothing.py,80,function,_build_sharp_vertex_mask,_build_sharp_vertex_mask,MISSING,,,,,
mesh_smoothing.py,155,function,_build_boundary_vertex_mask,_build_boundary_vertex_mask,MISSING,,,,,
mesh_smoothing.py,181,function,_laplacian_pass,_laplacian_pass,MISSING,,,,,
mesh_smoothing.py,204,function,smooth_assembled_mesh,smooth_assembled_mesh,MISSING,,,,,
procedural_materials.py,61,function,validate_dark_fantasy_color,validate_dark_fantasy_color,MISSING,,,,,
procedural_materials.py,106,function,_in_range,_in_range,MISSING,,,,,
procedural_materials.py,953,function,_place,_place,MISSING,,,,,
procedural_materials.py,958,function,_add_node,_add_node,MISSING,,,,,
procedural_materials.py,983,function,_get_bsdf_input,_get_bsdf_input,MISSING,,,,,
procedural_materials.py,1001,function,_build_normal_chain,_build_normal_chain,MISSING,,,,,
procedural_materials.py,1083,function,_make_channel_ext,_make_channel_ext,MISSING,,,,,
procedural_materials.py,1141,function,build_stone_material,build_stone_material,MISSING,,,,,
procedural_materials.py,1286,function,build_wood_material,build_wood_material,MISSING,,,,,
procedural_materials.py,1387,function,build_metal_material,build_metal_material,MISSING,,,,,
procedural_materials.py,1487,function,build_organic_material,build_organic_material,MISSING,,,,,
procedural_materials.py,1638,function,build_terrain_material,build_terrain_material,MISSING,,,,,
procedural_materials.py,1775,function,build_fabric_material,build_fabric_material,MISSING,,,,,
procedural_materials.py,1891,function,create_procedural_material,create_procedural_material,MISSING,,,,,
procedural_materials.py,1947,function,get_library_keys,get_library_keys,MISSING,,,,,
procedural_materials.py,1952,function,get_library_info,get_library_info,MISSING,,,,,
procedural_materials.py,1966,function,handle_create_procedural_material,handle_create_procedural_material,MISSING,,,,,
road_network.py,54,function,_build_24_directions,_build_24_directions,MISSING,,,,,
road_network.py,83,function,_dist3,_dist3,MISSING,,,,,
road_network.py,88,function,_dist2,_dist2,MISSING,,,,,
road_network.py,93,function,_slope_penalty,_slope_penalty,MISSING,,,,,
road_network.py,115,function,_astar_24dir,_astar_24dir,MISSING,,,,,
road_network.py,151,function,_h,_h,MISSING,,,,,
road_network.py,158,function,_h,_h,MISSING,,,,,
road_network.py,180,function,_world_to_grid,_world_to_grid,NAME_ONLY_MATCH,,,,,
road_network.py,185,function,_grid_to_world,_grid_to_world,AMBIGUOUS_NAME_MATCH,,,,,
road_network.py,203,function,_heuristic,_heuristic,MISSING,,,,,
road_network.py,326,function,_simplify_path_rdp,_simplify_path_rdp,MISSING,,,,,
road_network.py,374,function,compute_mst_edges,compute_mst_edges,MISSING,,,,,
road_network.py,425,function,_find,_find,MISSING,,,,,
road_network.py,431,function,_union,_union,MISSING,,,,,
road_network.py,470,function,_classify_road_type,_classify_road_type,MISSING,,,,,
road_network.py,482,function,_classify_road_type_extended,_classify_road_type_extended,MISSING,,,,,
road_network.py,520,function,_compute_slope_degrees,_compute_slope_degrees,MISSING,,,,,
road_network.py,547,function,_generate_switchback_points,_generate_switchback_points,MISSING,,,,,
road_network.py,630,function,_compute_worn_path_spec,_compute_worn_path_spec,MISSING,,,,,
road_network.py,705,function,_closest_point_on_segment,_closest_point_on_segment,MISSING,,,,,
road_network.py,718,function,_segments_near,_segments_near,MISSING,,,,,
road_network.py,749,function,_classify_intersection,_classify_intersection,MISSING,,,,,
road_network.py,808,function,_sample_heightmap_bilinear,_sample_heightmap_bilinear,MISSING,,,,,
road_network.py,847,function,_sample_heightmap,_sample_heightmap,MISSING,,,,,
road_network.py,856,function,_detect_bridges,_detect_bridges,MISSING,,,,,
road_network.py,919,function,_road_cross_section_z,_road_cross_section_z,MISSING,,,,,
road_network.py,932,function,_road_segment_mesh_spec,_road_segment_mesh_spec,MISSING,,,,,
road_network.py,1016,function,_bridge_mesh_spec,_bridge_mesh_spec,MISSING,,,,,
road_network.py,1050,function,compute_road_network,compute_road_network,MISSING,,,,,
road_network.py,1184,function,_traffic_for_pair,_traffic_for_pair,MISSING,,,,,
road_network.py,1329,function,handle_compute_road_network,handle_compute_road_network,MISSING,,,,,
terrain_addon_health.py,32,function,_addon_init_path,_addon_init_path,MISSING,,,,,
terrain_addon_health.py,37,function,_read_bl_info_version,_read_bl_info_version,MISSING,,,,,
terrain_addon_health.py,72,function,assert_addon_loaded,assert_addon_loaded,MISSING,,,,,
terrain_addon_health.py,80,function,assert_addon_version_matches,assert_addon_version_matches,MISSING,,,,,
terrain_addon_health.py,107,function,assert_handlers_registered,assert_handlers_registered,MISSING,,,,,
terrain_addon_health.py,118,function,_import_addon_package,_import_addon_package,MISSING,,,,,
terrain_addon_health.py,138,function,detect_stale_addon,detect_stale_addon,MISSING,,,,,
terrain_addon_health.py,190,function,force_addon_reload,force_addon_reload,MISSING,,,,,
terrain_advanced.py,34,function,_detect_grid_dims,_detect_grid_dims,GRADED,,,,,
terrain_advanced.py,60,function,_cubic_bezier_point,_cubic_bezier_point,GRADED,,,,,
terrain_advanced.py,84,function,_auto_control_points,_auto_control_points,GRADED,,,,,
terrain_advanced.py,142,function,evaluate_spline,evaluate_spline,GRADED,,,Houdini Spline SOP / UE5 Spline Component evaluation,"Uses fixed uniform parameter sampling (no arc-length reparameterization), so point density clumps on tight curves and spreads on straights — AAA spline tooling samples by arc length for even corridor width.",Add arc-length reparameterization pass (cumulative segment length lookup) and expose a tolerance-based adaptive subdivision for curvature.
terrain_advanced.py,247,function,distance_point_to_polyline,distance_point_to_polyline,GRADED,,,Houdini xyzdist() / UE Landscape Spline closest-point query,Brute-force O(N*M) scan of every polyline segment per vertex — AAA toolchains use spatial acceleration (BVH or uniform grid) and typically query in 3D not just XY.,Build a segment AABB grid or BVH once per spline and query per-vertex; optionally offer 3D distance for vertical splines.
terrain_advanced.py,342,function,compute_falloff,compute_falloff,GRADED,,,Gaea/World Machine brush falloff curve / UE Landscape brush falloff presets,"No custom curve/ramp support — AAA brush tools expose user-authored Bezier/AnimationCurve falloffs and additional presets (smoothstep, sphere, inverse-square).","Accept an optional list-of-(t,value) control-point curve or smoothstep variant, and cache the four built-in shapes as numpy LUTs for vectorized callers."
terrain_advanced.py,365,function,_catmull_rom_point,_catmull_rom_point,MISSING,,,,,
terrain_advanced.py,387,function,_evaluate_catmull_rom_spline,_evaluate_catmull_rom_spline,MISSING,,,,,
terrain_advanced.py,415,function,compute_spline_deformation,compute_spline_deformation,GRADED,,,Gaea Route / Houdini Heightfield Project Path / UE Landscape Spline Deform,"Only modifies vertex Z without blending lateral shoulders into valley walls; 'smooth' mode degenerates to a weak pull-toward-spline-Z with no neighborhood averaging; no cross-section profile (flat bottom, bank angles, cutbanks).",Add a user-provided cross-section curve (width vs depth) and a proper Laplacian smoothing pass for mode='smooth'; raymarch along spline normal to produce true trench/berm profiles.
terrain_advanced.py,538,function,handle_spline_deform,handle_spline_deform,GRADED,,,UE Landscape Spline tool / Unity Terrain path carve,"Operates on object-local coords but the pure-logic uses world-space spline points — no matrix_world transform, so splines break when the terrain is moved/scaled/rotated; no undo support or mesh-data integrity checks.","Transform spline_points through obj.matrix_world.inverted() before calling compute_spline_deformation, and register with bpy.ops.ed.undo_push for editor undo."
terrain_advanced.py,677,method,TerrainLayer.to_dict,to_dict,NAME_ONLY_MATCH,,,,,
terrain_advanced.py,708,method,TerrainLayer.from_dict,from_dict,NAME_ONLY_MATCH,,,,,
terrain_advanced.py,828,function,apply_layer_operation,apply_layer_operation,GRADED,,,Gaea brush ops / UE Landscape sculpt brushes (raise/lower/smooth/noise),"Pure-Python double loop over the brush rect kills performance on 1024+ grids; 'smooth' uses a 3x3 box (not Gaussian); 'noise' is per-cell gauss (unbounded, non-spatially-coherent — AAA uses simplex/perlin at brush scale); 'stamp' replaces instead of blends.","Vectorize via numpy masked ops, replace smooth with scipy gaussian_filter or separable 5x5 Gaussian, replace noise with simplex noise sampled at brush-scale frequency, and change stamp to add/blend with existing heights."
terrain_advanced.py,1042,function,flatten_layers,flatten_layers,GRADED,,,Gaea Combine node / Houdini Heightfield Layer merge,Nearest-neighbor resize produces blocky aliasing on mismatched layers; MULTIPLY is hardcoded as (1+lh) which is idiosyncratic; no OVERLAY/SCREEN/SOFT-LIGHT modes; no per-layer mask channel.,"Use bilinear/lanczos resize, add overlay/screen/soft-light, honor a per-layer mask, and expose an explicit multiply semantic (direct multiply vs 1+offset)."
terrain_advanced.py,1116,function,handle_terrain_layers,handle_terrain_layers,GRADED,,,UE Landscape layer UI / Gaea layer panel,Every mutation re-serializes the full layer stack to a JSON string on an ID-property — will bloat .blend files and fail silently at ID-property size limits; flatten_layers assumes vertex order equals row-major reshape which breaks on non-grid meshes despite _detect_grid_dims; no undo integration.,"Persist layers as an external .npz per terrain keyed by hash, chunk large layers, and add depsgraph-aware undo."
terrain_advanced.py,1193,function,_bump_version_and_serialize,_bump_version_and_serialize,MISSING,,,,,
terrain_advanced.py,1387,method,BrushResult.max,max,MISSING,,,,,
terrain_advanced.py,1391,method,BrushResult.min,min,MISSING,,,,,
terrain_advanced.py,1396,function,compute_erosion_brush,compute_erosion_brush,GRADED,,,Gaea Erosion brush / World Machine Erosion / Houdini Heightfield Erode,"Hydraulic model has no sediment/water channels — it is a slope-redistribution stencil with a hardcoded 0.1 factor, nothing like the Mei-Hill or particle-based hydraulic solvers used by Gaea/Houdini; wind erosion is literally gauss() with fixed +X deposit; thermal duplicates apply_thermal_erosion weakly; pure-Python nested loops make it unusable for brushes over ~64px.",Replace hydraulic with a particle-based droplet solver (Hans-Beyer) or MEI full-shallow-water with sediment/water/flux fields; vectorize with numpy; add anisotropic wind with a direction vector.
terrain_advanced.py,1702,function,handle_erosion_paint,handle_erosion_paint,GRADED,,,UE Landscape Erosion sculpt brush,Inherits all weaknesses of compute_erosion_brush (toy hydraulic/wind); no undo; blocks Blender main thread during slow pure-Python erosion; doesn't rebuild normals after displacement so shading looks wrong.,"Move compute into a numpy/numba path, call mesh.calc_normals_split or bmesh normal update post-mutation, and add a progress/cancel mechanism."
terrain_advanced.py,1815,function,compute_flow_map,compute_flow_map,GRADED,,,Houdini Heightfield Flow / Gaea Flow node,Pure-Python triple-nested loop makes it prohibitive for >256 grids (minutes on 512); D8 has known artifacts (parallel channel stripes) — AAA uses D-infinity (Tarboton) or multiple-flow-direction; no pit-filling pre-pass so internal pits create spurious basins; returns .tolist() which balloons memory.,"Vectorize flow direction with numpy roll tricks, add a Planchon-Darboux pit-fill pre-pass, offer D-inf / MFD alternatives, and return numpy arrays optionally."
terrain_advanced.py,1925,function,_uf_find,_uf_find,MISSING,,,,,
terrain_advanced.py,1981,function,apply_thermal_erosion,apply_thermal_erosion,GRADED,,,Houdini Heightfield Erode Thermal / Gaea Thermal node,Pure-Python double loop is 100x slower than a numpy vectorized version; uses 4-neighborhood only (no diagonals) so scree fans look axis-aligned; no angle-of-repose per-material layer; returns .tolist() blowing memory for 512+ maps.,"Vectorize with numpy shift operations (np.roll + max), add 8-neighborhood with sqrt(2) distance scaling, and expose per-cell talus from a mask for multi-material slopes."
