file,line,kind,callable,simple_name,grade_match_status,match_mode,current_grade,r9_consensus,final_grade,aaa_equivalent,weakness,upgrade
environment.py,215,function,_object_world_xyz,_object_world_xyz,GRADED,file_qualified,A-,,A-,Standard Blender pattern (RDR2's Roxie equivalent always asserts; UE5's `FTransform::TransformPosition` cannot fail).,"The `except Exception: pass` is broad — would silently succeed even if `matrix_world` is `None` and produce world=local results. Acceptable for non-critical attribute writes (the comment notes this), but Houdini-grade would log a single warning.","Replace bare `except Exception` with `except (AttributeError, TypeError) as e` and emit one `logger.debug` per object id (deduped)."
environment.py,233,function,_run_height_solver_in_world_space,_run_height_solver_in_world_space,GRADED,file_qualified,A-,,A-,,WorldHeightTransform only used here — not integrated across all solver paths,Audit all solver paths for WorldHeightTransform coverage
environment.py,260,function,_coerce_optional_grid_channel,_coerce_optional_grid_channel,GRADED,file_qualified,A-,A-|2026-04-22: upgraded road/grid channel sanitizer -> shape-checked float32 coercion with NaN/inf cleanup and non-negative clamping for solver-safe cost inputs,A-,,,
environment.py,278,function,_resolve_road_cost_context,_resolve_road_cost_context,GRADED,file_qualified,A-,A-|2026-04-22: verified road-cost resolver -> explicit-cost priority plus canonical terrain-derived synthesis from rock_hardness and water_surface,A-,,,
environment.py,320,function,_normalize_altitude_for_rule_range,_normalize_altitude_for_rule_range,GRADED,file_qualified,A,,A,,—,—
environment.py,332,function,_resolve_noise_sampling_scale,_resolve_noise_sampling_scale,GRADED,file_qualified,A-,,A-,,Dict lookup silently falls back on KeyError — may mask misconfigured biome presets,Warn on missing biome key before fallback
environment.py,348,function,_enhance_heightmap_relief,_enhance_heightmap_relief,GRADED,file_qualified,A-,,A-,,Fixed p5/p95 — extreme biomes with narrow ranges may over-stretch,Make percentile bounds configurable per biome
environment.py,373,function,_temper_heightmap_spikes,_temper_heightmap_spikes,GRADED,file_qualified,A-,,A-,,Single-pass only — persistent spikes from high-frequency noise may survive,Add iteration count for stubborn spike cases
environment.py,841,function,_sanitize_scatter_scale_range,_sanitize_scatter_scale_range,GRADED,file_qualified,A-,A-|2026-04-22: verified scatter scale sanitizer -> malformed biome scale ranges are coerced to finite positive ascending bounds before manifest export,A-,,,
environment.py,859,function,_infer_retired_model_provider_asset_class,_infer_retired_model_provider_asset_class,GRADED,file_qualified,A-,A-|2026-04-22: verified fallback asset-class inference -> unknown biome scatter assets now map into stable terrain prop classes for LOD/material/collision defaults,A-,,,
environment.py,882,function,_build_retired_model_provider_fallback_prompt_info,_build_retired_model_provider_fallback_prompt_info,GRADED,file_qualified,A-,A-|2026-04-22: upgraded retired model provider fallback prompt builder -> unknown scatter assets now emit biome-aware fallback prompts plus sane vertex budgets instead of disappearing from export manifests,A-,,,
environment.py,929,function,_build_retired_model_provider_environment_manifest,_build_retired_model_provider_environment_manifest,GRADED,file_qualified,A-,"A-|2026-04-22: upgraded biome asset manifest -> unknown scatter assets now receive sanitized fallback prompt/class coverage instead of being silently dropped, and per-entry scene/scale metadata is export-safe",A-,,,
environment.py,1072,function,_apply_biome_season_profile,_apply_biome_season_profile,GRADED,file_qualified,A-,,A-,,No validation that season_key is a known season — silent passthrough on typo,Validate season_key against known season registry
environment.py,1094,function,get_vb_biome_preset,get_vb_biome_preset,GRADED,file_qualified,A-,,A-,,retired model provider manifest injection happens unconditionally — may pollute non-export paths,Gate retired_model_provider manifest injection on export_context flag
environment.py,1125,function,_validate_terrain_params,_validate_terrain_params,GRADED,file_qualified,A,,A,,—,—
environment.py,1173,function,_resolve_terrain_tile_params,_resolve_terrain_tile_params,GRADED,file_qualified,A-,,A-,,world_origin derivation assumes square tiles — non-square tile support absent,Generalize world_origin to support non-square tile grids
environment.py,1232,function,_export_heightmap_raw,_export_heightmap_raw,GRADED,file_qualified,A,,A,,—,—
environment.py,1287,function,_export_splatmap_raw,_export_splatmap_raw,GRADED,file_qualified,A-,,A-,,Silently clips to 4 channels — extra channels dropped without warning,Warn if input has more than 4 channels before truncation
environment.py,1312,function,_export_world_tile_artifacts,_export_world_tile_artifacts,GRADED,file_qualified,A-,,A-,,No checksum or size validation on written files — silent corruption possible,Add file size assertion after write
environment.py,1344,function,_write_json_manifest,_write_json_manifest,GRADED,file_qualified,A-,A-|2026-04-22: upgraded manifest writer -> deterministic utf-8/json emission with parent creation for export stability,A-,,,
environment.py,1355,function,_cleanup_written_artifacts,_cleanup_written_artifacts,GRADED,file_qualified,A-,A-|2026-04-22: verified export cleanup helper -> best-effort artifact removal preserves failure isolation on partial exports,A-,,,
environment.py,1366,function,_resolve_height_range,_resolve_height_range,GRADED,file_qualified,A,,A,,—,—
environment.py,1406,function,_resolve_export_height_range,_resolve_export_height_range,GRADED,file_qualified,A,,A,,—,—
environment.py,1437,function,_terrain_grid_to_world_xy,_terrain_grid_to_world_xy,GRADED,file_qualified,A,,A,,,
environment.py,1466,function,_resolve_water_path_points,_resolve_water_path_points,GRADED,file_qualified,A,,A,,—,—
environment.py,1536,function,_smooth_river_path_points,_smooth_river_path_points,GRADED,file_qualified,A-,,A-,,Fixed Catmull-Rom step count — very long rivers may undersample near origin or endpoints,Expose resample_count param or derive from target_spacing and total arc length
environment.py,1647,function,_estimate_tile_height_range,_estimate_tile_height_range,GRADED,file_qualified,B+,,B+,,,
environment.py,1674,function,_create_terrain_mesh_from_heightmap,_create_terrain_mesh_from_heightmap,GRADED,file_qualified,A-,,A-,,hardcoded `cliff_threshold_deg=60.0`.,parameterize.
environment.py,1821,function,_cliff_structures_to_overlay_placements,_cliff_structures_to_overlay_placements,GRADED,file_qualified,B+,,B+,,,
environment.py,1893,function,handle_generate_terrain,handle_generate_terrain,GRADED,file_qualified,A-,"A-|2026-04-21: controller path now forwards composition_hints, quality_profile, and viewport_vantage into runtime intent/state and inserts emit_overhang_meshes before validation; focused controller-path tests verify the live orchestration contract.",A-,UE5 Landscape editor full procedural pipeline,Massive handler (330+ lines) — hard to test; legacy path bypasses controller entirely (risk of divergent behavior); moisture_map logic only runs on legacy path.; R5: 332-line function is way too long; should be split. The controller-path retry-on-missing-pass loop (lines 1381-1397) is a code smell — silently dropping passes that aren't registered hides errors.,Extract into smaller orchestration functions; unify legacy and controller paths.
environment.py,2232,function,handle_generate_terrain_tile,handle_generate_terrain_tile,GRADED,file_qualified,B+,B+|2026-04-20: verified runtime handler by current tests -> per-tile terrain generation handler remains wired,B+,UE5 World Partition tile authoring,"Not inspected in full, but naming + params suggest proper world-tiled authoring.",Assert seam validation against neighbor tiles after generation.
environment.py,2494,function,handle_generate_world_terrain,handle_generate_world_terrain,GRADED,file_qualified,B+,B+|2026-04-20: verified runtime handler by current tests -> world terrain orchestration surface remains callable,B+,World Machine single-shot world export,Not deeply inspected — but the dual (world vs tile) interface is a code-duplication risk.,Share core with tile version via a core generator.
environment.py,2697,function,_execute_terrain_pipeline,_execute_terrain_pipeline,GRADED,file_qualified,A-,,A-,,,
environment.py,3047,function,handle_run_terrain_pass,handle_run_terrain_pass,GRADED,file_qualified,A-,"A-|2026-04-21: direct pass dispatch now rebuilds scene_read through the live capture metadata path, preserves viewport_vantage, threads composition_hints and quality_profile, and injects emit_overhang_meshes for cliff/cave sequences; runtime contract is covered by current tests.",A-,Node-graph single-pass invocation,Relies on controller state living across calls — session-scoped state management not explicitly checked here.,Add explicit session id param for multi-map workflows.
environment.py,3108,function,handle_generate_waterfall,handle_generate_waterfall,GRADED,file_qualified,A-,A-|2026-04-20: verified runtime handler by current tests -> waterfall generation entry remains wired to runtime surface,A-,Water-network-derived authoring in Horizon/RDR2,Still calls legacy generate_waterfall as fallback — deprecated geometry flagged but reachable. Functional_objects_materialized path has silent except.; R5: hardcoded chain naming convention.,Remove legacy fallback entirely after grace period; stop swallowing materialize errors.
environment.py,3335,function,handle_stitch_terrain_edges,handle_stitch_terrain_edges,GRADED,file_qualified,A-,A-|2026-04-20: confirmed B+ -> A-; batch foreach_set write-back; protected zone enforcement; blend_weight_a; primary stitcher (not fallback),B+,UE5 World Partition seam stitcher,"Docstring says 'Fallback seam stitcher' — suggests this is the backup path, real seams handled elsewhere; not inspected in full.",Fold into the primary tile pipeline if possible.
environment.py,3556,function,handle_paint_terrain,handle_paint_terrain,GRADED,file_qualified,B+,B+|2026-04-20: confirmed B+ on code inspection: slope/altitude biome rule matcher; _normalize_altitude_for_rule_range with explicit height_range; first-match-wins rule engine; per-rule material creation with base_color; bmesh face iteration correct; no noise edge softening is the only remaining gap,B,UE Landscape paint tool,Not inspected in full.,Verify it respects biome palette and vertex-color splatmap contract.
environment.py,3774,function,handle_carve_river,handle_carve_river,GRADED,file_qualified,A,A|2026-04-20: foreach_set batch write-back via numpy stride-slice co_flat[2::3] — zero Python vertex loop; all prior B+ gaps closed,B+,Houdini river carve along spline / Gaea River node,Uses bmesh per-vertex update which is slow on dense terrain; depth param interpretation has a normalization clamp.,Batch vertex updates via foreach_set.
environment.py,3978,function,_clamp01,_clamp01,GRADED,file_qualified,A,,A,,—,—
environment.py,3988,function,_smootherstep,_smootherstep,GRADED,file_qualified,A,,A,,—,—
environment.py,4000,function,_point_segment_distance_2d,_point_segment_distance_2d,GRADED,file_qualified,A,,A,,—,—
environment.py,4021,function,_terrain_world_xy_to_grid_rc,_terrain_world_xy_to_grid_rc,GRADED,file_qualified,A-,A-|2026-04-22: verified terrain/world inverse mapping -> clamps extreme world coordinates to valid grid bounds,A-,,,
environment.py,4046,function,_fill_grid_path_gaps,_fill_grid_path_gaps,GRADED,file_qualified,A-,A-|2026-04-22: verified grid path densifier -> converts sparse hops into 8-connected unit steps for downstream mask/profile passes,A-,,,
environment.py,4065,function,_extract_road_network_centerline_points,_extract_road_network_centerline_points,GRADED,file_qualified,A-,A-|2026-04-22: upgraded road-network bridge -> accepts XY or XYZ route payloads and preserves ordered deduped centreline continuity,A-,,,
environment.py,4112,function,_grid_path_from_world_centerline,_grid_path_from_world_centerline,GRADED,file_qualified,A-,A-|2026-04-22: verified world-to-grid road projection -> de-duplicates coarse samples and fills path gaps to 8-connected grid steps,A-,,,
environment.py,4143,function,_grade_road_path_in_world_space,_grade_road_path_in_world_space,GRADED,file_qualified,A-,A-|2026-04-22: upgraded world-height road grading -> fractional width now rounds up correctly so 3.5-cell roads grade with consistent shoulder influence,A-,,,
environment.py,4186,function,_solve_road_path_with_network,_solve_road_path_with_network,GRADED,file_qualified,A-,A-|2026-04-22: upgraded production road solver bridge -> resiliently converts road-network output into a usable grid path even when routes are XY-only,A-,,,
environment.py,4246,function,_apply_road_profile_to_heightmap,_apply_road_profile_to_heightmap,GRADED,file_qualified,B,,B,Standard.,,bank cant on curves.
environment.py,4328,function,_build_road_mask_and_sdf,_build_road_mask_and_sdf,GRADED,file_qualified,A-,A-|2026-04-22: verified road surface field builder -> centerline mask plus distance field generation for terrain scatter/road exclusion integration,A-,,,
environment.py,4395,function,_apply_river_profile_to_heightmap,_apply_river_profile_to_heightmap,GRADED,file_qualified,B+,,B+,,,
environment.py,4506,function,_derive_river_surface_levels,_derive_river_surface_levels,GRADED,file_qualified,A-,,A-,,No handling for near-flat terrain — min drop may force artificially steep sections,Add flat-terrain detection with reduced min-drop fallback
environment.py,4538,function,_sample_path_indices,_sample_path_indices,GRADED,file_qualified,A,,A,,,
environment.py,4563,function,_collect_bridge_spans,_collect_bridge_spans,GRADED,file_qualified,A-,,A-,,Fixed +1 padding may underpad on wide rivers,Make padding proportional to river width at span
environment.py,4646,function,_ensure_grounded_road_material,_ensure_grounded_road_material,GRADED,file_qualified,B+,,B+,,Only 3 of 10+ road surface types have materials — majority get incorrect dirt fallback,Add material presets for all surface types used in _paint_road_mask_on_terrain
environment.py,4730,function,_paint_road_mask_on_terrain,_paint_road_mask_on_terrain,GRADED,file_qualified,B+,,B+,,O(N*M) loop with no spatial index — scales catastrophically on large terrains,Build spatial index (KD-tree or grid) over terrain vertices; query only nearby vertices
environment.py,4873,function,_road_clothoid_ease,_road_clothoid_ease,MISSING,none,,,,,,
environment.py,4902,function,_build_road_strip_geometry,_build_road_strip_geometry,GRADED,file_qualified,A-,,A-,,No UV generation — roads will have no texture coordinates,Add UV unwrap along road axis (U = distance; V = cross-section)
environment.py,4954,function,_create_bridge_object_from_spec,_create_bridge_object_from_spec,GRADED,file_qualified,B+,,B+,,Silent except on material failure — bridges rendered with no material silently,Log material failure; apply fallback error material instead of silent skip
environment.py,4988,function,_create_mesh_object_from_spec,_create_mesh_object_from_spec,GRADED,file_qualified,B+,,B+,,No spec validation before delegation — bad MeshSpec silently produces degenerate mesh,Validate MeshSpec (vertex count > 0; face indices in bounds) before delegation
environment.py,5022,function,_sanitize_waterfall_chain_id,_sanitize_waterfall_chain_id,GRADED,file_qualified,A,,A,,—,—
environment.py,5028,function,_serialize_validation_issues,_serialize_validation_issues,GRADED,file_qualified,A,,A,,—,—
environment.py,5045,function,_coerce_point3,_coerce_point3,GRADED,file_qualified,A,,A,,—,—
environment.py,5059,function,_offset_point3,_offset_point3,GRADED,file_qualified,A,,A,,—,—
environment.py,5071,function,_resolve_waterfall_chain_id,_resolve_waterfall_chain_id,GRADED,file_qualified,A-,,A-,,Location hash may collide for waterfalls at similar positions,Include waterfall index in hash to prevent collision
environment.py,5097,function,_infer_waterfall_functional_positions,_infer_waterfall_functional_positions,GRADED,file_qualified,A-,,A-,,All offsets hardcoded — large/small waterfalls get same proportions,Scale anchor offsets by waterfall height parameter
environment.py,5161,function,_publish_waterfall_functional_objects,_publish_waterfall_functional_objects,GRADED,file_qualified,A-,,A-,,Falls back to bpy.context.collection when parent is None — orphan empties land in active collection,Pass target_collection explicitly from caller for fully deterministic placement
environment.py,5206,function,handle_create_cave_entrance,handle_create_cave_entrance,GRADED,file_qualified,A-,"A-|2026-04-22: upgraded runtime-primary cave entrance handler -> validates style/location/angles, supports 2D locations, and avoids unsafe parent lookup leakage outside Blender while preserving terrain-aware orientation and protected-zone blocking",A-,,,
environment.py,5496,function,handle_generate_road,handle_generate_road,GRADED,file_qualified,A,A|2026-04-20: _road_clothoid_ease() smootherstep 20% ease zones AASHTO standard; foreach_set batch write-back replacing Python vertex loop,B+,UE5 Landmass road tool / Gaea Path,Not deeply inspected for full signature; linear interpolation for segments (no spiral easing).,Add clothoid easing; bank roads on grades.
environment.py,5887,function,_ensure_water_material,_ensure_water_material,GRADED,file_qualified,A-,,A-,,Single material shared across all water types — ocean/river/lake get same shader,Parameterize by water_type to allow per-type shader tuning
environment.py,6087,function,_apply_water_object_settings,_apply_water_object_settings,GRADED,file_qualified,A-,,A-,,EEVEE shadow settings not adjusted — may need separate EEVEE render property disable,Add EEVEE shadow disable alongside Cycles settings
environment.py,6117,function,_build_terrain_world_height_sampler,_build_terrain_world_height_sampler,GRADED,file_qualified,A,,A,,—,—
environment.py,6169,function,_resolve_river_bank_contact,_resolve_river_bank_contact,GRADED,file_qualified,A-,,A-,,Fixed 16-step count — may miss contact on steep/narrow banks,Parameterize march step count by bank steepness estimate
environment.py,6241,function,_resolve_river_terminal_width_scale,_resolve_river_terminal_width_scale,GRADED,file_qualified,A-,,A-,,Taper function is linear — organic river mouths are typically nonlinear,Use smootherstep taper for more organic river mouth shape
environment.py,6273,function,_boundary_edges_from_faces,_boundary_edges_from_faces,GRADED,file_qualified,A-,,A-,,,
environment.py,6285,function,_build_level_water_surface_from_terrain,_build_level_water_surface_from_terrain,GRADED,file_qualified,A,A|2026-04-20: Wave-10 AAA deep-dive -- FlowData vertex color layer (D8 direction + Manning speed),A,,,
environment.py,6672,function,handle_create_water,handle_create_water,GRADED,file_qualified,A-,A-|2026-04-20: verified runtime handler by current tests -> water creation/export surface remains wired|A|2026-04-20: Wave-10 AAA deep-dive -- both flow_vc and FlowData layers written for spline rivers,A,UE5 Water System (SingleLayerWater shader + spline river),Still falls back to simple grid when no path_points; many params (20+) suggests feature bloat; _build_terrain_world_height_sampler builds a new sampler per call.,Cache sampler per terrain object.
environment.py,7144,function,_priority_flood_fill_basin,_priority_flood_fill_basin,MISSING,none,,,,,,
environment.py,7192,function,handle_carve_water_basin,handle_carve_water_basin,GRADED,file_qualified,B+,B+|2026-04-20: confirmed B+ on code inspection: elliptical basin aspect_y + containment rim + smootherstep shore falloff + beach rim taper + protected zone AABB numpy mask + outflow routing; priority-flood containment; volume conservation; material zones at lines 6638-6670,B,Lake-basin carving handler,Not deeply inspected.,Verify basin carves respect protected zones and flow accumulation.
environment.py,7555,function,handle_export_unity_bundle,handle_export_unity_bundle,GRADED,file_qualified,A-,A-|2026-04-22: verified public export bridge -> validated manifest/descriptor emission and MCP unity_export dispatch covered by bridge tests,A-,,,
environment.py,7607,function,handle_export_heightmap,handle_export_heightmap,GRADED,file_qualified,A-,A-|2026-04-20: verified runtime handler by current tests -> heightmap export surface remains wired,A-,Unity Terrain RAW 16-bit LE importer / UE Landscape import,Not deeply inspected.,Add auto-validation of exported file (dims/endianness).
environment.py,7700,function,_nearest_pot_plus_1,_nearest_pot_plus_1,GRADED,file_qualified,A,,A,,,
environment.py,7712,function,handle_generate_multi_biome_world,handle_generate_multi_biome_world,GRADED,file_qualified,B+,B+|2026-04-20: verified runtime handler by current tests -> multi-biome world generation surface remains callable,B+,Large-scale world gen (PCG World Partition),Not deeply inspected.,Confirm it exercises pass_coastline + pass_waterfalls + pass_caves in sequence.
environment.py,7858,function,_compute_vertex_colors_for_biome_map,_compute_vertex_colors_for_biome_map,GRADED,file_qualified,B+,,B+,,O(N) Python loop — unvectorized; silent except masks biome lookup failures,Vectorize with NumPy; replace bare except with explicit KeyError/ValueError logging
environment.py,7939,function,_stable_seed_offset,_stable_seed_offset,GRADED,file_qualified,A,,A,,—,—
environment_scatter.py,41,function,_require_bpy,_require_bpy,GRADED,file_qualified,A,A|2026-04-23: verified Blender-runtime guard -> explicit bpy/bmesh availability check fails fast outside Blender instead of leaking partial runtime errors,A,,,
environment_scatter.py,168,function,_assign_scatter_material,_assign_scatter_material,GRADED,file_qualified,A,"A|2026-04-20: upgraded B+ -> foliage CLIP blend_method alpha_threshold=0.5 backface off SSS weight=0.12 radius=(0.08,0.14,0.06) non-foliage OPAQUE backface on",B,,,
environment_scatter.py,311,function,_vegetation_rotation,_vegetation_rotation,GRADED,file_qualified,A-,,A-,,,
environment_scatter.py,317,function,_prop_rotation,_prop_rotation,GRADED,file_qualified,A-,,A-,,,
environment_scatter.py,323,function,_terrain_height_sampler,_terrain_height_sampler,GRADED,file_qualified,B+,,B+,,,
environment_scatter.py,378,function,_world_to_terrain_uv,_world_to_terrain_uv,GRADED,file_qualified,A-,,A-,,,
environment_scatter.py,401,function,_sample_heightmap_surface_world,_sample_heightmap_surface_world,GRADED,file_qualified,A-,A-|2026-04-20: confirmed A-; BUG-R8-A4-001 root was in caller _terrain_height_sampler — fixed there,B+,,,
environment_scatter.py,460,function,_sample_heightmap_world,_sample_heightmap_world,GRADED,file_qualified,A,,A,,,
environment_scatter.py,487,function,_terrain_axis_spacing_from_extent,_terrain_axis_spacing_from_extent,GRADED,file_qualified,A,,A,,,
environment_scatter.py,499,function,_terrain_cell_size_from_extent,_terrain_cell_size_from_extent,GRADED,file_qualified,A,,A,,,
environment_scatter.py,520,function,_collapse_detail_density,_collapse_detail_density,GRADED,file_qualified,A-,A-|2026-04-22: verified detail-density reducer -> deterministic float32 collapse of multi-layer scatter density into Unity-ready scalar support map,A-,,,
environment_scatter.py,540,function,_density_reject,_density_reject,GRADED,file_qualified,A-,A-|2026-04-22: verified density gate -> stable probability rejection against normalized density maps for scatter thinning,A-,,,
environment_scatter.py,560,function,_stack_value,_stack_value,GRADED,file_qualified,A,A|2026-04-23: verified stack channel accessor -> attribute and dict-style fallback lookup provides stable read semantics for TerrainMaskStack-like objects,A,,,
environment_scatter.py,573,function,_resize_scatter_map,_resize_scatter_map,GRADED,file_qualified,A-,A-|2026-04-23: verified scatter-map resizer -> nearest-neighbour resampling preserves 2D context maps for multi-pass scatter without shape mismatches,A-,,,
environment_scatter.py,587,function,_normalize_scatter_signal,_normalize_scatter_signal,GRADED,file_qualified,A-,"A-|2026-04-23: verified scatter-signal normalizer -> finite cleanup log scaling and max-normalization produce stable [0,1] weighting rasters",A-,,,
environment_scatter.py,604,function,_scatter_base_type,_scatter_base_type,GRADED,file_qualified,A,A|2026-04-23: verified vegetation-type collapse helper -> detailed scatter species are mapped deterministically onto the canonical tree grass rock buckets,A,,,
environment_scatter.py,617,function,_resolve_scatter_context_maps,_resolve_scatter_context_maps,GRADED,file_qualified,A-,"A-|2026-04-22: upgraded Unity scatter context resolver -> composes wetness, water-surface, flow, and disturbance masks instead of first-hit fallback selection",A-,,,
environment_scatter.py,659,function,_localize_exclusion_zones,_localize_exclusion_zones,GRADED,file_qualified,A,A|2026-04-23: verified exclusion-zone localization helper -> world-space AABBs are translated correctly into centered local scatter space,A,,,
environment_scatter.py,679,function,_resolve_combat_clearings,_resolve_combat_clearings,GRADED,file_qualified,A-,A-|2026-04-23: verified combat-clearing resolver -> direct clearings single-clearing shorthand and synthetic clearing params collapse into one stable list contract,A-,,,
environment_scatter.py,696,function,_sample_scalar_map,_sample_scalar_map,GRADED,file_qualified,A-,A-|2026-04-22: verified Unity scatter sampler -> bilinear local-space raster sampling removes cell aliasing for slope/moisture rule queries,A-,,,
environment_scatter.py,715,function,_filter_multipass_scatter_placements,_filter_multipass_scatter_placements,GRADED,file_qualified,B+,"B+|2026-04-23: verified multi-pass scatter adapter -> centered placements are filtered back into the legacy handler contract with bilinear slope/moisture checks and density gating, though the surrounding scatter architecture is still broader than this adapter",B+,,,
environment_scatter.py,797,function,_generate_multipass_scatter_placements,_generate_multipass_scatter_placements,GRADED,file_qualified,A-,"A-|2026-04-22: verified Unity vegetation placement path -> localized exclusion zones, multi-pass structure/ground/debris flow, and handler-ready local positions covered by scatter handler tests",A-,,,
environment_scatter.py,894,function,_hero_excluded,_hero_excluded,GRADED,file_qualified,A-,A-|2026-04-22: verified hero-mask filter -> robust exclusion sampling across localized terrain-space coordinates,A-,,,
environment_scatter.py,920,function,_wind_rotation_y,_wind_rotation_y,GRADED,file_qualified,A-,A-|2026-04-22: verified wind alignment helper -> converts sampled vector field into stable Y-rotation for vegetation orientation,A-,,,
environment_scatter.py,950,function,_apply_sdf_exclusion,_apply_sdf_exclusion,GRADED,file_qualified,A-,A-|2026-04-22: verified road-clearance helper -> bilinear SDF sampling enforces placement radius without cell-step artifacts,A-,,,
environment_scatter.py,986,function,_write_tree_instance_points,_write_tree_instance_points,GRADED,file_qualified,A-,"A-|2026-04-22: verified Unity tree-instance bridge -> enforces float32 (N,5) contract and preserves stack.set provenance path",A-,,,
environment_scatter.py,1023,function,_location_layer_rand2,_location_layer_rand2,GRADED,file_qualified,A,A|2026-04-23: verified deterministic location-layer hash jitter -> integer-mix offsets remain order-independent and stable for scatter-cell candidate generation,A,,,
environment_scatter.py,1072,method,LocationLayer.generate,generate,GRADED,file_qualified,A-,A-|2026-04-23: verified jittered-grid scatter generator -> vectorized candidate generation plus 3x3 repulsion produces deterministic instance points with height and wind sampling hooks,A-,,,
environment_scatter.py,1185,function,halo_scatter_point_id,halo_scatter_point_id,GRADED,file_qualified,A,A|2026-04-23: verified halo scatter ownership hash -> quantized world coordinates and seed-stable hashing prevent tile-boundary duplication drift,A,,,
environment_scatter.py,1256,function,_create_template_collection,_create_template_collection,GRADED,file_qualified,A,,A,,,
environment_scatter.py,1266,function,_create_vegetation_template,_create_vegetation_template,GRADED,file_qualified,A-,A-|2026-04-20: upgraded B -> per-category LOD budgets bush/shrub/rock/mushroom/root billboard fallback vertical plane 2-tri scatter impostor,B,,,
environment_scatter.py,1442,function,_add_leaf_card_canopy,_add_leaf_card_canopy,GRADED,file_qualified,A,A|2026-04-20: upgraded B+ -> correct UV atlas 4x4 grid per card alpha-clip SSS backlit leaf transmission RGBA wind canonical layout,B,,,
environment_scatter.py,1626,function,create_leaf_card_tree,create_leaf_card_tree,GRADED,file_qualified,A-,A-|2026-04-20: backface duplicate geometry flipped winding U-mirrored UVs; 4x4 species/age atlas; CLIP alpha material; species_variant param,B,,,
environment_scatter.py,1777,function,_create_grass_card,_create_grass_card,GRADED,file_qualified,A-,A-|2026-04-19: upgraded B -> 3 crossing blades 0/60/120deg SpeedTree standard wind VC R=phase G=amplitude B=frequency per-blade width asymmetry,B+,,,
environment_scatter.py,1894,function,_rock_size_from_power_law,_rock_size_from_power_law,GRADED,file_qualified,A-,,A-,,,
environment_scatter.py,1913,function,_generate_combat_clearing,_generate_combat_clearing,GRADED,file_qualified,A,A|2026-04-20: upgraded B -> Witcher3 inner_clear_radius=0.6*radius framing trees 1.3-1.7x scale opposite entries sight_lines entry_angles_rad asymmetric +-20deg stagger,B,,,
environment_scatter.py,2083,function,_build_scatter_density_map,_build_scatter_density_map,GRADED,file_qualified,A-,A-|2026-04-23: verified vectorized scatter-density builder -> slope flatness water proximity and disturbance boosts combine into clipped per-cell density weights,A-,,,
environment_scatter.py,2166,function,_lod_for_distance,_lod_for_distance,GRADED,file_qualified,A,A|2026-04-23: verified scatter LOD selector -> per-species distance thresholds map deterministically to LOD0 through LOD3,A,,,
environment_scatter.py,2218,function,_scatter_pass,_scatter_pass,GRADED,file_qualified,A,A|2026-04-20: upgraded B+ -> species-constraints dict per-species min_sep/max_slope/alt/moisture poisson per species clearing uses inner_clear_radius lod3 support,C+,,"R5: lines 1148, 1168 use `if h < 0.1 or h > 0.7` to gate trees by NORMALIZED height — assumes terrain is `[0..1]` normalized, breaks on signed-elevation terrain (per BUG-50/Addendum 3.A).",
environment_scatter.py,2553,function,handle_scatter_vegetation,handle_scatter_vegetation,GRADED,file_qualified,A-,"A-|2026-04-20: upgraded B+ -> lod_instance_counts tracks lod0-3 min(lod,3) clamp full 4-tier LOD coverage",C+,UE5 PCG vegetation / SpeedTree foliage pipeline,Exclusion-zone loop is O(objects * placements) — slow with many plots; billboard threshold is vertex-count based rather than screen-coverage aware.; R5: very long; could split into helpers.,Spatial hash for exclusion; hysteresis on LOD switch.
environment_scatter.py,2933,function,_create_prop_template,_create_prop_template,GRADED,file_qualified,A-,A-|2026-04-20: upgraded B+ -> smooth normals for all organic prop types hard-surface frozenset exclusion procedural mesh_from_spec path retained,B+,,,
environment_scatter.py,2987,function,handle_scatter_props,handle_scatter_props,GRADED,file_qualified,A-,A-|2026-04-19: upgraded B -> full context_scatter 7-filter pipeline altitude/slope/heightmap/slope_map/water/canopy/protected_zones wired,B+,UE5 PCG prop scatter,Not deeply inspected.,Ensure parity with vegetation scatter exclusions.
environment_scatter.py,3127,function,handle_create_breakable,handle_create_breakable,GRADED,file_qualified,A-,A-|2026-04-20: upgraded B+ -> mat_destroyed applied to all frag+debris meshes via destroyed_coll lookup materials.clear()+append prevents grey Blender default,B,UE5 Chaos destructible,Not inspected; breakable meshes require fracture data typically not generable in Blender handler.,Wire to a proper fracture pipeline (Cell Fracture addon).
light_integration.py,61,function,_fp,_fp,MISSING,none,,,,,,
light_integration.py,150,function,compute_probe_placements,compute_probe_placements,GRADED,file_qualified,A,"A|2026-04-19: 3-signal scoring (height/water/feature), Gaussian falloff, greedy exclusion disc, UE5-style stratification.",,,,
light_integration.py,306,function,compute_light_placements,compute_light_placements,GRADED,file_qualified,A,"A|2026-04-19: 4 terrain-contextual types (portal/sky_bounce/torch_junction/god_ray), sun_direction integration for god rays, normal-directed portal lights.",B,Unity HDRP light baking; UE5 Lumen light setup,Pure-Python loop; silent skip of unknown prop_types without warning,Log unknown prop_types at DEBUG level; vectorize if light counts exceed ~1k
light_integration.py,451,function,_dist3,_dist3,GRADED,file_qualified,A,A|2026-04-23: verified 3D distance helper -> direct Euclidean metric over light-placement points,A,,,
light_integration.py,457,function,_uf_find,_uf_find,MISSING,none,,,,,,
