file,line,callable,kind,domain,subdomain,criticality,current_grade,grade_status,match_mode,upgrade_tier,verification_risk_level,verification_evidence_types,best_practice_authorities,best_practice_contract,when_to_use,do_not_use_for,required_callable_setup,upgrade_actions,validation_gates,anti_patterns_to_block,required_output_artifacts,implementation_phase
environment.py,4831,_derive_river_surface_levels,function,hydrology,water_system,critical,A-,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Machine water depth/velocity;Houdini flow layers;Gaea flow/wear/deposits;World Creator river graph,"Water systems expose surface elevation, depth, flow direction, velocity/speed, accumulation, discharge, foam, mist, wetness, and seam continuity.","Use when creating or validating rivers, lakes, basins, wetlands, waterfalls, foam, mist, caustics, flow direction, velocity, or water export metadata.","Do not use for decorative flat planes, terrain-only valleys, or foliage placement except through derived wetness/water-edge masks.","Every water callable declares cell size, water units, downhill convention, edge contracts, and depth semantics.",Split water_mask into physical channels; wire graph segments; test braided/confluence/seam cases. Existing weakness to resolve: No handling for near-flat terrain — min drop may force artificially steep sections Prior audit hint: Add flat-terrain detection with reduced min-drop fallback,hydrology_contract|depth_tests|velocity_tests|flow_direction_tests|seam_continuity|swimmable_depth,flat_water_plane_only|single_water_mask_as_depth|radial_foam_without_flow|paper_thin_river,water_surface_elevation_m.exr|water_depth_m.exr|flow_direction_xy.exr|flow_speed_mps.exr|foam_mask.exr|mist_mask.exr,Phase 2-3
environment.py,4863,_carve_river_banks_into_terrain,function,hydrology,water_system,critical,D+,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Machine water depth/velocity;Houdini flow layers;Gaea flow/wear/deposits;World Creator river graph,"Water systems expose surface elevation, depth, flow direction, velocity/speed, accumulation, discharge, foam, mist, wetness, and seam continuity.","Use when creating or validating rivers, lakes, basins, wetlands, waterfalls, foam, mist, caustics, flow direction, velocity, or water export metadata.","Do not use for decorative flat planes, terrain-only valleys, or foliage placement except through derived wetness/water-edge masks.","Every water callable declares cell size, water units, downhill convention, edge contracts, and depth semantics.","Split water_mask into physical channels; wire graph segments; test braided/confluence/seam cases. Existing weakness to resolve: Missing direct behavior proof, visual proof, and AAA acceptance evidence. Prior audit hint: Add direct behavior tests, shipped-surface wiring proof, visual/live artifact proof, and regrade only after evidence passes.",hydrology_contract|depth_tests|velocity_tests|flow_direction_tests|seam_continuity|swimmable_depth,flat_water_plane_only|single_water_mask_as_depth|radial_foam_without_flow|paper_thin_river,water_surface_elevation_m.exr|water_depth_m.exr|flow_direction_xy.exr|flow_speed_mps.exr|foam_mask.exr|mist_mask.exr,Phase 2-3
environment.py,4952,_sample_path_indices,function,pathing_roads,path_network,high,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,World Creator path/river splines;Unreal PCG graphs;cost-field road planning,"Paths and roads use cost fields with slope, curvature, water crossings, bridges/fords, road class, and cell-size-aware grading.","Use when generating roads, paths, bridges, fords, navmesh traversal, splines, or path masks.",Do not use as generic river generation or terrain erosion; hand off water intersections to hydrology.,"Callable declares coordinate units, cell size, slope budget, traversal class, and crossing policy.",Route production roads through rich road network; demote legacy A* to fallback; add bridge/ford contracts.,path_cost_tests|cell_size_tests|slope_budget|water_crossing|determinism,legacy_astar_as_primary|unitless_grade|road_water_overlap_without_bridge|line_carve_only,road_graph.json|path_spline.dae|road_mask.exr|crossing_manifest.json,Phase 8
environment.py,4977,_collect_bridge_spans,function,pathing_roads,path_network,high,A-,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,World Creator path/river splines;Unreal PCG graphs;cost-field road planning,"Paths and roads use cost fields with slope, curvature, water crossings, bridges/fords, road class, and cell-size-aware grading.","Use when generating roads, paths, bridges, fords, navmesh traversal, splines, or path masks.",Do not use as generic river generation or terrain erosion; hand off water intersections to hydrology.,"Callable declares coordinate units, cell size, slope budget, traversal class, and crossing policy.",Route production roads through rich road network; demote legacy A* to fallback; add bridge/ford contracts. Existing weakness to resolve: Fixed +1 padding may underpad on wide rivers Prior audit hint: Make padding proportional to river width at span,path_cost_tests|cell_size_tests|slope_budget|water_crossing|determinism,legacy_astar_as_primary|unitless_grade|road_water_overlap_without_bridge|line_carve_only,road_graph.json|path_spline.dae|road_mask.exr|crossing_manifest.json,Phase 8
environment.py,5069,_build_generated_road_path_contract,function,pathing_roads,path_network,high,D+,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Creator path/river splines;Unreal PCG graphs;cost-field road planning,"Paths and roads use cost fields with slope, curvature, water crossings, bridges/fords, road class, and cell-size-aware grading.","Use when generating roads, paths, bridges, fords, navmesh traversal, splines, or path masks.",Do not use as generic river generation or terrain erosion; hand off water intersections to hydrology.,"Callable declares coordinate units, cell size, slope budget, traversal class, and crossing policy.","Route production roads through rich road network; demote legacy A* to fallback; add bridge/ford contracts. Existing weakness to resolve: Missing direct behavior proof, visual proof, and AAA acceptance evidence. Prior audit hint: Add direct behavior tests, shipped-surface wiring proof, visual/live artifact proof, and regrade only after evidence passes.",path_cost_tests|cell_size_tests|slope_budget|water_crossing|determinism,legacy_astar_as_primary|unitless_grade|road_water_overlap_without_bridge|line_carve_only,road_graph.json|path_spline.dae|road_mask.exr|crossing_manifest.json,Phase 8
environment.py,5149,_ensure_grounded_road_material,function,terrain_texturing,material_layering,critical,B+,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,Houdini texture layers;Adobe Substance material graphs;Quixel/Megascans PBR;Unreal/Unity height blends,"Texture layers separate normalized material weights from PBR maps, color space, height blending, tiling, texel density, weathering, and displacement policy.","Use when building terrain material weights, splatmaps, PBR maps, Substance/Quixel-style layers, shader metadata, or texture QA.","Do not use to change terrain height, scatter assets, or hide missing hydrology/geology channels behind color noise.","Callable must preserve base color, normal, roughness, height/displacement, AO, metallic/mask maps, color-space metadata, and source masks.",Add TerrainTextureLayerStack; wire Substance/Quixel-style maps; validate non-color data and height-blend inputs. Existing weakness to resolve: Only 3 of 10+ road surface types have materials — majority get incorrect dirt fallback Prior audit hint: Add material presets for all surface types used in _paint_road_mask_on_terrain,pbr_channel_presence|weight_sum|texel_density|color_space|normal_map|height_blend|visual_debug_maps,flat_color_only|slope_only_texture_selection|missing_normal_roughness_height_ao|wrong_color_space,material_weights.exr|base_color.png|normal.png|roughness.png|height.png|ao.png|texture_manifest.json,"Phase 6,9C,9D"
environment.py,5237,_paint_road_mask_on_terrain,function,pathing_roads,path_network,high,B+,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,World Creator path/river splines;Unreal PCG graphs;cost-field road planning,"Paths and roads use cost fields with slope, curvature, water crossings, bridges/fords, road class, and cell-size-aware grading.","Use when generating roads, paths, bridges, fords, navmesh traversal, splines, or path masks.",Do not use as generic river generation or terrain erosion; hand off water intersections to hydrology.,"Callable declares coordinate units, cell size, slope budget, traversal class, and crossing policy.",Route production roads through rich road network; demote legacy A* to fallback; add bridge/ford contracts. Existing weakness to resolve: O(N*M) loop with no spatial index — scales catastrophically on large terrains Prior audit hint: Build spatial index (KD-tree or grid) over terrain vertices; query only nearby vertices,path_cost_tests|cell_size_tests|slope_budget|water_crossing|determinism,legacy_astar_as_primary|unitless_grade|road_water_overlap_without_bridge|line_carve_only,road_graph.json|path_spline.dae|road_mask.exr|crossing_manifest.json,Phase 8
environment.py,5379,_road_clothoid_ease,function,pathing_roads,path_network,high,D+,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Creator path/river splines;Unreal PCG graphs;cost-field road planning,"Paths and roads use cost fields with slope, curvature, water crossings, bridges/fords, road class, and cell-size-aware grading.","Use when generating roads, paths, bridges, fords, navmesh traversal, splines, or path masks.",Do not use as generic river generation or terrain erosion; hand off water intersections to hydrology.,"Callable declares coordinate units, cell size, slope budget, traversal class, and crossing policy.","Route production roads through rich road network; demote legacy A* to fallback; add bridge/ford contracts. Existing weakness to resolve: Missing direct behavior proof, visual proof, and AAA acceptance evidence. Prior audit hint: Add direct behavior tests, shipped-surface wiring proof, visual/live artifact proof, and regrade only after evidence passes.",path_cost_tests|cell_size_tests|slope_budget|water_crossing|determinism,legacy_astar_as_primary|unitless_grade|road_water_overlap_without_bridge|line_carve_only,road_graph.json|path_spline.dae|road_mask.exr|crossing_manifest.json,Phase 8
environment.py,5408,_build_road_strip_geometry,function,pathing_roads,path_network,high,A-,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Creator path/river splines;Unreal PCG graphs;cost-field road planning,"Paths and roads use cost fields with slope, curvature, water crossings, bridges/fords, road class, and cell-size-aware grading.","Use when generating roads, paths, bridges, fords, navmesh traversal, splines, or path masks.",Do not use as generic river generation or terrain erosion; hand off water intersections to hydrology.,"Callable declares coordinate units, cell size, slope budget, traversal class, and crossing policy.",Route production roads through rich road network; demote legacy A* to fallback; add bridge/ford contracts. Existing weakness to resolve: No UV generation — roads will have no texture coordinates Prior audit hint: Add UV unwrap along road axis (U = distance; V = cross-section),path_cost_tests|cell_size_tests|slope_budget|water_crossing|determinism,legacy_astar_as_primary|unitless_grade|road_water_overlap_without_bridge|line_carve_only,road_graph.json|path_spline.dae|road_mask.exr|crossing_manifest.json,Phase 8
environment.py,5460,_create_bridge_object_from_spec,function,pathing_roads,path_network,high,B+,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Creator path/river splines;Unreal PCG graphs;cost-field road planning,"Paths and roads use cost fields with slope, curvature, water crossings, bridges/fords, road class, and cell-size-aware grading.","Use when generating roads, paths, bridges, fords, navmesh traversal, splines, or path masks.",Do not use as generic river generation or terrain erosion; hand off water intersections to hydrology.,"Callable declares coordinate units, cell size, slope budget, traversal class, and crossing policy.",Route production roads through rich road network; demote legacy A* to fallback; add bridge/ford contracts. Existing weakness to resolve: Silent except on material failure — bridges rendered with no material silently Prior audit hint: Log material failure; apply fallback error material instead of silent skip,path_cost_tests|cell_size_tests|slope_budget|water_crossing|determinism,legacy_astar_as_primary|unitless_grade|road_water_overlap_without_bridge|line_carve_only,road_graph.json|path_spline.dae|road_mask.exr|crossing_manifest.json,Phase 8
environment.py,5494,_create_mesh_object_from_spec,function,mesh_blender,dcc_bridge,high,B+,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,Blender Python API;Blender Geometry Nodes named attributes;Blender MCP execution pattern,"Blender operations expose typed recipes for heightfield meshes, named attributes, materials, scatter instances, water layers, screenshots, and scene-read QA.","Use when applying validated terrain artifacts inside Blender, reading scene state, creating mesh attributes, importing GLB, or capturing visual proof.",Do not use raw bpy as the primary procedural terrain generator when a typed pipeline/domain callable should own the logic.,Raw bpy execution is debug/admin only; production callables need typed payload schemas and audit logs.,Add recipe-level MCP handlers; validate scene state after each recipe; log screenshots and changed objects. Existing weakness to resolve: No spec validation before delegation — bad MeshSpec silently produces degenerate mesh Prior audit hint: Validate MeshSpec (vertex count > 0; face indices in bounds) before delegation,dispatch_tests|blender_optional_tests|scene_read_contract|screenshot_qa|attribute_presence,unchecked_raw_bpy|silent_scene_mutation|missing_named_attributes|no_screenshot_proof,blender_recipe_log.json|scene_contract.json|viewport_capture.png|attribute_report.json,Phase 9
environment.py,5528,_sanitize_waterfall_chain_id,function,hydrology,water_system,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Machine water depth/velocity;Houdini flow layers;Gaea flow/wear/deposits;World Creator river graph,"Water systems expose surface elevation, depth, flow direction, velocity/speed, accumulation, discharge, foam, mist, wetness, and seam continuity.","Use when creating or validating rivers, lakes, basins, wetlands, waterfalls, foam, mist, caustics, flow direction, velocity, or water export metadata.","Do not use for decorative flat planes, terrain-only valleys, or foliage placement except through derived wetness/water-edge masks.","Every water callable declares cell size, water units, downhill convention, edge contracts, and depth semantics.",Split water_mask into physical channels; wire graph segments; test braided/confluence/seam cases. Existing weakness to resolve: — Prior audit hint: —,hydrology_contract|depth_tests|velocity_tests|flow_direction_tests|seam_continuity|swimmable_depth,flat_water_plane_only|single_water_mask_as_depth|radial_foam_without_flow|paper_thin_river,water_surface_elevation_m.exr|water_depth_m.exr|flow_direction_xy.exr|flow_speed_mps.exr|foam_mask.exr|mist_mask.exr,Phase 2-3
environment.py,5534,_serialize_validation_issues,function,generic,general,medium,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,General production Python;contract-first procedural pipelines,"Callable has typed inputs, deterministic behavior where applicable, clear invariants, direct tests, and no hidden production bypass.",Use only for small shared helpers or compatibility functions after checking whether a specific terrain domain callable is more appropriate.,Do not let generic helpers become production terrain behavior without a domain contract and tests.,"Add direct behavior tests, edge cases, invalid input tests, and integration tests if exposed.",Document invariants; add coverage; connect to a domain contract or mark internal/compatibility. Existing weakness to resolve: — Prior audit hint: —,direct_tests|invalid_input|determinism_when_seeded|coverage|integration_if_exposed,untested_helper|silent_exception|ambiguous_units|hidden_side_effects,test_evidence|callable_matrix_row,Phase 0
environment.py,5551,_coerce_point3,function,generic,general,medium,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,General production Python;contract-first procedural pipelines,"Callable has typed inputs, deterministic behavior where applicable, clear invariants, direct tests, and no hidden production bypass.",Use only for small shared helpers or compatibility functions after checking whether a specific terrain domain callable is more appropriate.,Do not let generic helpers become production terrain behavior without a domain contract and tests.,"Add direct behavior tests, edge cases, invalid input tests, and integration tests if exposed.",Document invariants; add coverage; connect to a domain contract or mark internal/compatibility. Existing weakness to resolve: — Prior audit hint: —,direct_tests|invalid_input|determinism_when_seeded|coverage|integration_if_exposed,untested_helper|silent_exception|ambiguous_units|hidden_side_effects,test_evidence|callable_matrix_row,Phase 0
environment.py,5565,_offset_point3,function,generic,general,medium,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,General production Python;contract-first procedural pipelines,"Callable has typed inputs, deterministic behavior where applicable, clear invariants, direct tests, and no hidden production bypass.",Use only for small shared helpers or compatibility functions after checking whether a specific terrain domain callable is more appropriate.,Do not let generic helpers become production terrain behavior without a domain contract and tests.,"Add direct behavior tests, edge cases, invalid input tests, and integration tests if exposed.",Document invariants; add coverage; connect to a domain contract or mark internal/compatibility. Existing weakness to resolve: — Prior audit hint: —,direct_tests|invalid_input|determinism_when_seeded|coverage|integration_if_exposed,untested_helper|silent_exception|ambiguous_units|hidden_side_effects,test_evidence|callable_matrix_row,Phase 0
environment.py,5577,_resolve_waterfall_chain_id,function,hydrology,water_system,critical,A-,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Machine water depth/velocity;Houdini flow layers;Gaea flow/wear/deposits;World Creator river graph,"Water systems expose surface elevation, depth, flow direction, velocity/speed, accumulation, discharge, foam, mist, wetness, and seam continuity.","Use when creating or validating rivers, lakes, basins, wetlands, waterfalls, foam, mist, caustics, flow direction, velocity, or water export metadata.","Do not use for decorative flat planes, terrain-only valleys, or foliage placement except through derived wetness/water-edge masks.","Every water callable declares cell size, water units, downhill convention, edge contracts, and depth semantics.",Split water_mask into physical channels; wire graph segments; test braided/confluence/seam cases. Existing weakness to resolve: Location hash may collide for waterfalls at similar positions Prior audit hint: Include waterfall index in hash to prevent collision,hydrology_contract|depth_tests|velocity_tests|flow_direction_tests|seam_continuity|swimmable_depth,flat_water_plane_only|single_water_mask_as_depth|radial_foam_without_flow|paper_thin_river,water_surface_elevation_m.exr|water_depth_m.exr|flow_direction_xy.exr|flow_speed_mps.exr|foam_mask.exr|mist_mask.exr,Phase 2-3
environment.py,5603,_infer_waterfall_functional_positions,function,hydrology,water_system,critical,A-,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Machine water depth/velocity;Houdini flow layers;Gaea flow/wear/deposits;World Creator river graph,"Water systems expose surface elevation, depth, flow direction, velocity/speed, accumulation, discharge, foam, mist, wetness, and seam continuity.","Use when creating or validating rivers, lakes, basins, wetlands, waterfalls, foam, mist, caustics, flow direction, velocity, or water export metadata.","Do not use for decorative flat planes, terrain-only valleys, or foliage placement except through derived wetness/water-edge masks.","Every water callable declares cell size, water units, downhill convention, edge contracts, and depth semantics.",Split water_mask into physical channels; wire graph segments; test braided/confluence/seam cases. Existing weakness to resolve: All offsets hardcoded — large/small waterfalls get same proportions Prior audit hint: Scale anchor offsets by waterfall height parameter,hydrology_contract|depth_tests|velocity_tests|flow_direction_tests|seam_continuity|swimmable_depth,flat_water_plane_only|single_water_mask_as_depth|radial_foam_without_flow|paper_thin_river,water_surface_elevation_m.exr|water_depth_m.exr|flow_direction_xy.exr|flow_speed_mps.exr|foam_mask.exr|mist_mask.exr,Phase 2-3
environment.py,5670,_publish_waterfall_functional_objects,function,hydrology,water_system,critical,A-,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Machine water depth/velocity;Houdini flow layers;Gaea flow/wear/deposits;World Creator river graph,"Water systems expose surface elevation, depth, flow direction, velocity/speed, accumulation, discharge, foam, mist, wetness, and seam continuity.","Use when creating or validating rivers, lakes, basins, wetlands, waterfalls, foam, mist, caustics, flow direction, velocity, or water export metadata.","Do not use for decorative flat planes, terrain-only valleys, or foliage placement except through derived wetness/water-edge masks.","Every water callable declares cell size, water units, downhill convention, edge contracts, and depth semantics.",Split water_mask into physical channels; wire graph segments; test braided/confluence/seam cases. Existing weakness to resolve: Falls back to bpy.context.collection when parent is None — orphan empties land in active collection Prior audit hint: Pass target_collection explicitly from caller for fully deterministic placement,hydrology_contract|depth_tests|velocity_tests|flow_direction_tests|seam_continuity|swimmable_depth,flat_water_plane_only|single_water_mask_as_depth|radial_foam_without_flow|paper_thin_river,water_surface_elevation_m.exr|water_depth_m.exr|flow_direction_xy.exr|flow_speed_mps.exr|foam_mask.exr|mist_mask.exr,Phase 2-3
environment.py,5715,_materialise_mist_volume,function,hydrology,water_system,critical,C+,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Machine water depth/velocity;Houdini flow layers;Gaea flow/wear/deposits;World Creator river graph,"Water systems expose surface elevation, depth, flow direction, velocity/speed, accumulation, discharge, foam, mist, wetness, and seam continuity.","Use when creating or validating rivers, lakes, basins, wetlands, waterfalls, foam, mist, caustics, flow direction, velocity, or water export metadata.","Do not use for decorative flat planes, terrain-only valleys, or foliage placement except through derived wetness/water-edge masks.","Every water callable declares cell size, water units, downhill convention, edge contracts, and depth semantics.","Split water_mask into physical channels; wire graph segments; test braided/confluence/seam cases. Existing weakness to resolve: Current evidence is census-level, not full behavioral proof. Prior audit hint: Add focused behavior tests or production dispatch evidence.",hydrology_contract|depth_tests|velocity_tests|flow_direction_tests|seam_continuity|swimmable_depth,flat_water_plane_only|single_water_mask_as_depth|radial_foam_without_flow|paper_thin_river,water_surface_elevation_m.exr|water_depth_m.exr|flow_direction_xy.exr|flow_speed_mps.exr|foam_mask.exr|mist_mask.exr,Phase 2-3
environment.py,5786,handle_create_cave_entrance,function,heightfield_geomorph,landform_layers,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,Houdini HeightField Erode/Mask by Feature;Gaea Erosion2;World Machine erosion/thermal erosion,"Heightfield operations preserve meter units, emit masks/layers for erosion, deposits, sediment, flow, slope, curvature, talus, and strata.","Use when modifying terrain elevation, deriving landform masks, erosion/weathering, cliffs, caves, strata, talus, or geology features.","Do not use to fake final material color, scatter props, or create water surfaces without hydrology contracts.","Inputs must declare cell size, units, seed, edge policy, and region/tile context.",Emit reusable physical layers; validate mass/height ranges; add seam tests for tiled execution.,unit_tests|mass_or_range_checks|tile_seam_tests|golden_heightfield,normalized_height_without_units|destructive_height_mutation_without_delta|visual_only_landform,height_m.exr|erosion_wear.exr|deposition.exr|sediment.exr|talus_mask.exr|strata_mask.exr,"Phase 1,7"
environment.py,6076,handle_generate_road,function,pathing_roads,path_network,high,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,World Creator path/river splines;Unreal PCG graphs;cost-field road planning,"Paths and roads use cost fields with slope, curvature, water crossings, bridges/fords, road class, and cell-size-aware grading.","Use when generating roads, paths, bridges, fords, navmesh traversal, splines, or path masks.",Do not use as generic river generation or terrain erosion; hand off water intersections to hydrology.,"Callable declares coordinate units, cell size, slope budget, traversal class, and crossing policy.",Route production roads through rich road network; demote legacy A* to fallback; add bridge/ford contracts. Existing weakness to resolve: Not deeply inspected for full signature; linear interpolation for segments (no spiral easing). Prior audit hint: Add clothoid easing; bank roads on grades.,path_cost_tests|cell_size_tests|slope_budget|water_crossing|determinism,legacy_astar_as_primary|unitless_grade|road_water_overlap_without_bridge|line_carve_only,road_graph.json|path_spline.dae|road_mask.exr|crossing_manifest.json,Phase 8
environment.py,6526,_ensure_water_material,function,hydrology,water_system,critical,A-,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,World Machine water depth/velocity;Houdini flow layers;Gaea flow/wear/deposits;World Creator river graph,"Water systems expose surface elevation, depth, flow direction, velocity/speed, accumulation, discharge, foam, mist, wetness, and seam continuity.","Use when creating or validating rivers, lakes, basins, wetlands, waterfalls, foam, mist, caustics, flow direction, velocity, or water export metadata.","Do not use for decorative flat planes, terrain-only valleys, or foliage placement except through derived wetness/water-edge masks.","Every water callable declares cell size, water units, downhill convention, edge contracts, and depth semantics.",Split water_mask into physical channels; wire graph segments; test braided/confluence/seam cases. Existing weakness to resolve: Single material shared across all water types — ocean/river/lake get same shader Prior audit hint: Parameterize by water_type to allow per-type shader tuning,hydrology_contract|depth_tests|velocity_tests|flow_direction_tests|seam_continuity|swimmable_depth,flat_water_plane_only|single_water_mask_as_depth|radial_foam_without_flow|paper_thin_river,water_surface_elevation_m.exr|water_depth_m.exr|flow_direction_xy.exr|flow_speed_mps.exr|foam_mask.exr|mist_mask.exr,Phase 2-3
environment.py,6765,_apply_water_object_settings,function,hydrology,water_system,critical,A-,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Machine water depth/velocity;Houdini flow layers;Gaea flow/wear/deposits;World Creator river graph,"Water systems expose surface elevation, depth, flow direction, velocity/speed, accumulation, discharge, foam, mist, wetness, and seam continuity.","Use when creating or validating rivers, lakes, basins, wetlands, waterfalls, foam, mist, caustics, flow direction, velocity, or water export metadata.","Do not use for decorative flat planes, terrain-only valleys, or foliage placement except through derived wetness/water-edge masks.","Every water callable declares cell size, water units, downhill convention, edge contracts, and depth semantics.",Split water_mask into physical channels; wire graph segments; test braided/confluence/seam cases. Existing weakness to resolve: EEVEE shadow settings not adjusted — may need separate EEVEE render property disable Prior audit hint: Add EEVEE shadow disable alongside Cycles settings,hydrology_contract|depth_tests|velocity_tests|flow_direction_tests|seam_continuity|swimmable_depth,flat_water_plane_only|single_water_mask_as_depth|radial_foam_without_flow|paper_thin_river,water_surface_elevation_m.exr|water_depth_m.exr|flow_direction_xy.exr|flow_speed_mps.exr|foam_mask.exr|mist_mask.exr,Phase 2-3
environment.py,6795,_build_terrain_world_height_sampler,function,heightfield_geomorph,landform_layers,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,Houdini HeightField Erode/Mask by Feature;Gaea Erosion2;World Machine erosion/thermal erosion,"Heightfield operations preserve meter units, emit masks/layers for erosion, deposits, sediment, flow, slope, curvature, talus, and strata.","Use when modifying terrain elevation, deriving landform masks, erosion/weathering, cliffs, caves, strata, talus, or geology features.","Do not use to fake final material color, scatter props, or create water surfaces without hydrology contracts.","Inputs must declare cell size, units, seed, edge policy, and region/tile context.",Emit reusable physical layers; validate mass/height ranges; add seam tests for tiled execution. Existing weakness to resolve: — Prior audit hint: —,unit_tests|mass_or_range_checks|tile_seam_tests|golden_heightfield,normalized_height_without_units|destructive_height_mutation_without_delta|visual_only_landform,height_m.exr|erosion_wear.exr|deposition.exr|sediment.exr|talus_mask.exr|strata_mask.exr,"Phase 1,7"
environment.py,6847,_resolve_river_bank_contact,function,hydrology,water_system,critical,A-,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,World Machine water depth/velocity;Houdini flow layers;Gaea flow/wear/deposits;World Creator river graph,"Water systems expose surface elevation, depth, flow direction, velocity/speed, accumulation, discharge, foam, mist, wetness, and seam continuity.","Use when creating or validating rivers, lakes, basins, wetlands, waterfalls, foam, mist, caustics, flow direction, velocity, or water export metadata.","Do not use for decorative flat planes, terrain-only valleys, or foliage placement except through derived wetness/water-edge masks.","Every water callable declares cell size, water units, downhill convention, edge contracts, and depth semantics.",Split water_mask into physical channels; wire graph segments; test braided/confluence/seam cases. Existing weakness to resolve: Fixed 16-step count — may miss contact on steep/narrow banks Prior audit hint: Parameterize march step count by bank steepness estimate,hydrology_contract|depth_tests|velocity_tests|flow_direction_tests|seam_continuity|swimmable_depth,flat_water_plane_only|single_water_mask_as_depth|radial_foam_without_flow|paper_thin_river,water_surface_elevation_m.exr|water_depth_m.exr|flow_direction_xy.exr|flow_speed_mps.exr|foam_mask.exr|mist_mask.exr,Phase 2-3
environment.py,6919,_resolve_river_terminal_width_scale,function,hydrology,water_system,critical,A-,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,World Machine water depth/velocity;Houdini flow layers;Gaea flow/wear/deposits;World Creator river graph,"Water systems expose surface elevation, depth, flow direction, velocity/speed, accumulation, discharge, foam, mist, wetness, and seam continuity.","Use when creating or validating rivers, lakes, basins, wetlands, waterfalls, foam, mist, caustics, flow direction, velocity, or water export metadata.","Do not use for decorative flat planes, terrain-only valleys, or foliage placement except through derived wetness/water-edge masks.","Every water callable declares cell size, water units, downhill convention, edge contracts, and depth semantics.",Split water_mask into physical channels; wire graph segments; test braided/confluence/seam cases. Existing weakness to resolve: Taper function is linear — organic river mouths are typically nonlinear Prior audit hint: Use smootherstep taper for more organic river mouth shape,hydrology_contract|depth_tests|velocity_tests|flow_direction_tests|seam_continuity|swimmable_depth,flat_water_plane_only|single_water_mask_as_depth|radial_foam_without_flow|paper_thin_river,water_surface_elevation_m.exr|water_depth_m.exr|flow_direction_xy.exr|flow_speed_mps.exr|foam_mask.exr|mist_mask.exr,Phase 2-3
environment.py,6951,_boundary_edges_from_faces,function,generic,general,medium,A-,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,General production Python;contract-first procedural pipelines,"Callable has typed inputs, deterministic behavior where applicable, clear invariants, direct tests, and no hidden production bypass.",Use only for small shared helpers or compatibility functions after checking whether a specific terrain domain callable is more appropriate.,Do not let generic helpers become production terrain behavior without a domain contract and tests.,"Add direct behavior tests, edge cases, invalid input tests, and integration tests if exposed.",Document invariants; add coverage; connect to a domain contract or mark internal/compatibility.,direct_tests|invalid_input|determinism_when_seeded|coverage|integration_if_exposed,untested_helper|silent_exception|ambiguous_units|hidden_side_effects,test_evidence|callable_matrix_row,Phase 0
