file,line,callable,kind,domain,current_grade,target_grade,status,priority,match_mode,best_practice_focus,known_weakness,existing_upgrade_hint,upgrade_path,validation_gates,research_refs
_scatter_engine.py,34,poisson_disk_sample,function,ecology,A,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Biome-coupled distribution realism,"Cell size = `min_distance / sqrt(2)` is correct (ensures ≤1 sample per cell). 5×5 neighborhood check is correct radius.; AAA gap: No fractional density (all samples have equal weight). Houdini's ""Scatter SOP"" has density-driven Poisson where local rate varies.",Density-driven via input mask.,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Known gap: Cell size = `min_distance / sqrt(2)` is correct (ensures ≤1 sample per cell). 5×5 neighborhood check is correct radius.; AAA gap: No fractional density (all samples have equal weight). Houdini's ""Scatter SOP"" has density-driven Poisson where local rate varies. Targeted upgrade hint: Density-driven via input mask. Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,85,_rand_uniform,function,ecology,,A,MISSING,P0,none,Biome-coupled distribution realism,,,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,87,_rand_int,function,ecology,,A,MISSING,P0,none,Biome-coupled distribution realism,,,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,91,_rand_uniform,function,ecology,,A,MISSING,P0,none,Biome-coupled distribution realism,,,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,93,_rand_int,function,ecology,,A,MISSING,P0,none,Biome-coupled distribution realism,,,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,107,_density_at,function,ecology,,A,MISSING,P0,none,Biome-coupled distribution realism,,,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,136,_grid_idx,function,ecology,,A,MISSING,P0,none,Biome-coupled distribution realism,,,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,143,_is_valid,function,ecology,,A,MISSING,P0,none,Biome-coupled distribution realism,,,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,212,lloyd_relax_points,function,ecology,A,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Biome-coupled distribution realism,,,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,312,biome_filter_points,function,ecology,A,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Biome-coupled distribution realism,"1. **`max_tilt_angle` global cap** — applied before biome rules. Good for cliffs. 2. **Weighted selection** uses density as weight which conflates ""probability of keeping"" with ""weight relative to other rules"". A rule with density=0.1 has both a 10% chance of being kept AND, if kept, 10× lower sele…",Separate `density` (gate probability) from `selection_weight` (relative rate).,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Known gap: 1. **`max_tilt_angle` global cap** — applied before biome rules. Good for cliffs. 2. **Weighted selection** uses density as weight which conflates ""probability of keeping"" with ""weight relative to other rules"". A rule with density=0.1 has both a 10% chance of being kept AND, if kept, 10× lower sele… Targeted upgrade hint: Separate `density` (gate probability) from `selection_weight` (relative rate). Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,587,context_scatter,function,ecology,A,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Biome-coupled distribution realism,"Building footprint check uses `(bx-half_w <= cx <= bx+half_w)` — axis-aligned bounding box. Buildings can be rotated. No rotation support.; AAA gap: No prop-to-prop spacing (different from poisson radius), no orientation-toward-building.",,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Known gap: Building footprint check uses `(bx-half_w <= cx <= bx+half_w)` — axis-aligned bounding box. Buildings can be rotated. No rotation support.; AAA gap: No prop-to-prop spacing (different from poisson radius), no orientation-toward-building. Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,734,_map_sample,function,ecology,,A,MISSING,P0,none,Biome-coupled distribution realism,,,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,856,_weighted_choice,function,ecology,A,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Biome-coupled distribution realism,,,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,936,generate_breakable_variants,function,ecology,B+,A,BELOW_TARGET,P1,file_qualified,Biome-coupled distribution realism,"""Fragments"" are random boxes — no actual breaking of the original geometry. Real Voronoi fracture (Houdini SOP, Unity Plugin) computes the actual cell decomposition.; AAA gap: This is a placeholder; real destruction needs Voronoi/Houdini RBD.","Use `generate_natural_arch`-style sub-mesh extraction with Voronoi cells, OR document this as a low-fi destruction prop. ### `_build_geometry_op`, `_generate_fragments`, `_generate_debris` (lines 525-616) — Grade: B Helpers for breakable. All produce dictionary ""ops"" that downstream geometry builde…","1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Known gap: ""Fragments"" are random boxes — no actual breaking of the original geometry. Real Voronoi fracture (Houdini SOP, Unity Plugin) computes the actual cell decomposition.; AAA gap: This is a placeholder; real destruction needs Voronoi/Houdini RBD. Targeted upgrade hint: Use `generate_natural_arch`-style sub-mesh extraction with Voronoi cells, OR document this as a low-fi destruction prop. ### `_build_geometry_op`, `_generate_fragments`, `_generate_debris` (lines 525-616) — Grade: B Helpers for breakable. All produce dictionary ""ops"" that downstream geometry builde…",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,1006,_build_geometry_op,function,ecology,A,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Biome-coupled distribution realism,,,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,1020,_generate_fragments,function,ecology,B+,A,BELOW_TARGET,P1,file_qualified,Biome-coupled distribution realism,,emit `interior_face_indices` and a separate `interior_material` for shading the freshly-broken faces.,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Targeted upgrade hint: emit `interior_face_indices` and a separate `interior_material` for shading the freshly-broken faces.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,1067,_generate_debris,function,ecology,B+,A,BELOW_TARGET,P1,file_qualified,Biome-coupled distribution realism,,,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,1134,generate_canyon,function,ecology,B+,A,BELOW_TARGET,P1,file_qualified,Biome-coupled distribution realism,"1. **Floor and walls don't connect** — there's no edge geometry stitching the wall bottoms to floor edges. Will produce visible cracks. 2. **Side caves are returned as metadata only** — no geometry. Just a position dict. 3. Walls use `wall_roughness * _hash_noise * 1.5` for Y-offset; ""inward lean""…",Stitch wall bottoms to floor; emit cave entrance meshes; expose lean as parameter.,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Known gap: 1. **Floor and walls don't connect** — there's no edge geometry stitching the wall bottoms to floor edges. Will produce visible cracks. 2. **Side caves are returned as metadata only** — no geometry. Just a position dict. 3. Walls use `wall_roughness * _hash_noise * 1.5` for Y-offset; ""inward lean""… Targeted upgrade hint: Stitch wall bottoms to floor; emit cave entrance meshes; expose lean as parameter.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,1234,generate_waterfall,function,hydrology,A-,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Flow-consistent hydrograph and channel geometry,"1. **Pool is a 16-vertex disc** with center vertex — flat coin. No depth. 2. **Cave behind waterfall is metadata only** (line 421-427). No geometry. 3. **Step ledges** are 8-vertex boxes — boxy, not natural. 4. **Cliff face has wet-zone material assignment** but the actual water sheet is missing —…",Generate volumetric water sheet; bowl pool; actual cave geometry.,"1) Flow-consistent hydrograph and channel geometry. 2) Enforce downhill continuity, discharge-aware widths and depths, and water-feature chain completeness tests. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Known gap: 1. **Pool is a 16-vertex disc** with center vertex — flat coin. No depth. 2. **Cave behind waterfall is metadata only** (line 421-427). No geometry. 3. **Step ledges** are 8-vertex boxes — boxy, not natural. 4. **Cliff face has wet-zone material assignment** but the actual water sheet is missing —… Targeted upgrade hint: Generate volumetric water sheet; bowl pool; actual cave geometry. Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://www.sidefx.com/docs/houdini/nodes/sop/heightfield_erode|https://help.world-machine.com/topic/device-flowrestructure/|https://docs.quadspinner.com/Reference/Erosion/Erosion.html
_scatter_engine.py,1328,generate_cliff_face,function,ecology,A-,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Biome-coupled distribution realism,Same disconnect issues — overhang underside (lines 588-616) is a separate grid not connected to the main face. Ledge path emits a strip mesh but doesn't carve into the cliff. Cave entrances are metadata only.,Connect underside to face via edge bridging; carve cave openings via boolean OR record-then-delegate to procedural_meshes.,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Known gap: Same disconnect issues — overhang underside (lines 588-616) is a separate grid not connected to the main face. Ledge path emits a strip mesh but doesn't carve into the cliff. Cave entrances are metadata only. Targeted upgrade hint: Connect underside to face via edge bridging; carve cave openings via boolean OR record-then-delegate to procedural_meshes. Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,1416,generate_swamp_terrain,function,ecology,B+,A,BELOW_TARGET,P1,file_qualified,Biome-coupled distribution realism,"1. **Hummock/island stamping uses Python triple-nested loops** (lines 762-769, 785-794). `for i in range(resolution): for j in range(resolution):` per hummock × N hummocks. For res=64 + 12 hummocks = 49152 iter. Vectorize with `np.where(dist<radius, h+falloff, h)`. 2. **Material assignment by avera…",Vectorize hummock stamps; scipy.ndimage.label for water zones.,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Known gap: 1. **Hummock/island stamping uses Python triple-nested loops** (lines 762-769, 785-794). `for i in range(resolution): for j in range(resolution):` per hummock × N hummocks. For res=64 + 12 hummocks = 49152 iter. Vectorize with `np.where(dist<radius, h+falloff, h)`. 2. **Material assignment by avera… Targeted upgrade hint: Vectorize hummock stamps; scipy.ndimage.label for water zones.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,1516,generate_sinkhole,function,ecology,B+,A,BELOW_TARGET,P1,file_qualified,Biome-coupled distribution realism,,,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,1621,generate_floating_rocks,function,ecology,B+,A,BELOW_TARGET,P1,file_qualified,Biome-coupled distribution realism,"Polyhedra use latitude rings — at low resolution produces ""pyramid"" rocks. Chain links are 4-segment loops, very low res.; AAA gap: Not even trying to compete with real rock generation — this is a fantasy element.",,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Known gap: Polyhedra use latitude rings — at low resolution produces ""pyramid"" rocks. Chain links are 4-segment loops, very low res.; AAA gap: Not even trying to compete with real rock generation — this is a fantasy element.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,1727,generate_ice_formation,function,ecology,B+,A,BELOW_TARGET,P1,file_qualified,Biome-coupled distribution realism,"**BUG-03 (stalactite gradient) PARTIALLY CONFIRMED** — line 1867: `if kt < 0.3: mat_indices.append(1)` — but `kt` here is the OUTER LOOP variable from the previous stalactite iteration (line 1837 `kt = k / max(cone_rings - 1, 1)`). The CURRENT-stalactite loop variable inside (line 1858) is `k`, not…","Use `k / max(cone_rings-1, 1)` inside the inner loop.","1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Known gap: **BUG-03 (stalactite gradient) PARTIALLY CONFIRMED** — line 1867: `if kt < 0.3: mat_indices.append(1)` — but `kt` here is the OUTER LOOP variable from the previous stalactite iteration (line 1837 `kt = k / max(cone_rings - 1, 1)`). The CURRENT-stalactite loop variable inside (line 1858) is `k`, not… Targeted upgrade hint: Use `k / max(cone_rings-1, 1)` inside the inner loop.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_scatter_engine.py,1819,generate_lava_flow,function,ecology,B+,A,BELOW_TARGET,P1,file_qualified,Biome-coupled distribution realism,,,"1) Biome-coupled distribution realism. 2) Use blue-noise placement with species competition, exclusion, and climate or elevation constraints validated statistically. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-pcg-biome-core-and-sample-plugins-in-unreal-engine?application_version=5.6|https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://www.world-machine.com/features.php
_terrain_depth.py,55,_fbm_noise2,function,noise,,A,MISSING,P0,none,Spectral calibration + domain warp + deterministic seeds,,,1) Spectral calibration + domain warp + deterministic seeds. 2) Calibrate octave energy to reference terrain spectra; add domain warp and ridge variants; enforce seed-stability golden tests. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.,determinism|perf_budget|golden_visual|contract_tests,https://docs.world-creator.com/|https://www.ea.com/frostbite/news/terrain-in-battlefield-3-a-modern-complete-and-scalable-system
_terrain_depth.py,66,_h,function,generic,A-,A,AT_OR_ABOVE_TARGET,P3,global_simple,Robust API + correctness + testability,,,"1) Robust API + correctness + testability. 2) Strengthen input validation, explicit invariants, deterministic behavior, and coverage across edge and corner cases. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine|https://docs.world-creator.com/
_terrain_depth.py,84,generate_cliff_face_mesh,function,mesh,A,A,AT_OR_ABOVE_TARGET,P3,file_qualified,Topology quality + LOD stability,"Single Gaussian-noise pass with sinusoidal mask — no fracture planes, no strata layering, no overhangs. AAA cliffs use scanned heightfields or rule-based joint systems.; R5: `rng.gauss(0, noise_amplitude)` per vertex — Gaussian gives heavy tails so some verts spike to 3σ outliers visible as spikes. Real cliff displacement uses bounded noise (e.g. clamped Perlin).","Add stacked strata noise, fault-plane displacement, overhang support (Y can exceed 0.3*sin curve), and weathered talus at base.","1) Topology quality + LOD stability. 2) Protect silhouette and feature edges, enforce normal and tangent correctness, and validate LOD transition error budgets. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable. Known gap: Single Gaussian-noise pass with sinusoidal mask — no fracture planes, no strata layering, no overhangs. AAA cliffs use scanned heightfields or rule-based joint systems.; R5: `rng.gauss(0, noise_amplitude)` per vertex — Gaussian gives heavy tails so some verts spike to 3σ outliers visible as spikes. Real cliff displacement uses bounded noise (e.g. clamped Perlin). Targeted upgrade hint: Add stacked strata noise, fault-plane displacement, overhang support (Y can exceed 0.3*sin curve), and weathered talus at base. Maintenance mode: preserve grade with regression gates and benchmark locks.",determinism|perf_budget|golden_visual|contract_tests,https://dev.epicgames.com/documentation/en-us/unreal-engine/geometry-scripting-through-blueprints-in-unreal-engine|https://www.ea.com/frostbite/news/adaptive-hardware-accelerated-terrain-tessellation
_terrain_depth.py,142,_strata_y_offset,function,geomorph,,A,MISSING,P0,none,Physically informed landform evolution,,,"1) Physically informed landform evolution. 2) Use process-based erosion and weathering constraints, mass-conservation checks, and geomorph plausibility validators. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://www.sidefx.com/docs/houdini/nodes/sop/heightfield_erode|https://docs.quadspinner.com/Reference/Erosion/Erosion.html|https://help.world-machine.com/topic/device-thermalerosion/
_terrain_depth.py,165,_erosion_recess,function,geomorph,,A,MISSING,P0,none,Physically informed landform evolution,,,"1) Physically informed landform evolution. 2) Use process-based erosion and weathering constraints, mass-conservation checks, and geomorph plausibility validators. 3) Add deterministic unit and integration tests with edge and corner cases. 4) Add performance budget checks and fail CI on regressions. 5) Add visual or golden regression artifacts where applicable.",determinism|perf_budget|golden_visual|contract_tests,https://www.sidefx.com/docs/houdini/nodes/sop/heightfield_erode|https://docs.quadspinner.com/Reference/Erosion/Erosion.html|https://help.world-machine.com/topic/device-thermalerosion/
